11/07/2026 12:00:00 AM;Caulfield-Professional-2026-07-11;Sportsbet More Places Handicap;00:01:07.534;CAUL_1200m_TRACK
Signature Scent;2;100;17.34;00:00:08.200;300;18.31;00:00:11.270;500;18.27;00:00:11.220;700;17.81;00:00:11.470;900;18.17;00:00:11.370;1100;17.34;00:00:12.170
Cavalry Girl;1;100;17.48;00:00:07.970;300;18.46;00:00:11.130;500;18.26;00:00:11.260;700;17.83;00:00:11.570;900;17.67;00:00:11.500;1100;16.99;00:00:12.460
Restless Wind;7;100;17.55;00:00:08.510;300;18.09;00:00:11.250;500;18.02;00:00:11.280;700;18.19;00:00:11.360;900;17.91;00:00:11.380;1100;17.32;00:00:12.290
Jenni The Ninja;3;100;16.69;00:00:08.290;300;18.07;00:00:11.380;500;17.83;00:00:11.430;700;18.17;00:00:11.460;900;18.34;00:00:11.260;1100;17.76;00:00:12.290
Brilliant Horizon;5;100;16.95;00:00:08.280;300;18.46;00:00:11.130;500;17.85;00:00:11.340;700;17.67;00:00:11.720;900;17.77;00:00:11.530;1100;17.29;00:00:12.220
Miss Lola;10;100;17.07;00:00:08.150;300;18.52;00:00:11.090;500;18.08;00:00:11.270;700;17.8;00:00:11.450;900;17.9;00:00:11.620;1100;16.6;00:00:12.860
Wintery;4;100;17.82;00:00:08.190;300;18.36;00:00:11.050;500;18.2;00:00:11.390;700;18.02;00:00:11.540;900;17.93;00:00:11.600;1100;16.56;00:00:13.200
Lady Verity;6;100;16.84;00:00:08.310;300;18.24;00:00:11.290;500;17.96;00:00:11.340;700;18.13;00:00:11.580;900;17.99;00:00:11.680;1100;16.69;00:00:13.150
Our Wynd Chymes;8;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Satin Diva;9;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
