20/06/2026 12:00:00 AM;Flemington-Professional-2026-06-20;2026 Country Achiever Cindy Alderson;00:01:27.764;FLEM_1400m_Track
Ten Commandments;8;220;17.98;00:00:15.020;420;18.28;00:00:11.220;620;18.52;00:00:11.020;820;18.06;00:00:11.390;1020;17.8;00:00:11.670;1220;17.35;00:00:11.780;1420;16.14;00:00:12.960
Thebelmontgangster;14;220;17.95;00:00:15.420;420;18.29;00:00:11.210;620;18.47;00:00:11.020;820;18.27;00:00:11.220;1020;17.73;00:00:11.610;1220;17.47;00:00:11.830;1420;16.06;00:00:13.120
Rosa Aotearoa;17;220;18.22;00:00:14.830;420;18.35;00:00:11.170;620;18.39;00:00:11.100;820;18.03;00:00:11.420;1020;17.65;00:00:11.640;1220;17.04;00:00:12.100;1420;15.49;00:00:13.230
Supernima;12;220;18.05;00:00:14.930;420;18.36;00:00:11.240;620;18.4;00:00:11.110;820;17.98;00:00:11.370;1020;17.74;00:00:11.640;1220;16.98;00:00:12.190;1420;15.59;00:00:13.060
Capper Thirtynine;9;220;18.14;00:00:15.000;420;18.08;00:00:11.300;620;18.24;00:00:11.140;820;17.98;00:00:11.370;1020;17.78;00:00:11.670;1220;17.08;00:00:12.020;1420;15.83;00:00:13.100
Castle On High;18;220;17.44;00:00:15.800;420;18.02;00:00:11.390;620;18.27;00:00:11.150;820;18.22;00:00:11.240;1020;17.87;00:00:11.430;1220;17.48;00:00:12.000;1420;15.9;00:00:13.100
Sought After;11;220;18.14;00:00:15.700;420;18.28;00:00:11.280;620;18.18;00:00:11.290;820;18.27;00:00:11.160;1020;18.03;00:00:11.360;1220;17.36;00:00:12.140;1420;15.46;00:00:13.500
Ruakaka Raider;16;220;17.7;00:00:15.910;420;17.87;00:00:11.380;620;17.97;00:00:11.290;820;18.1;00:00:11.280;1020;17.95;00:00:11.380;1220;17.28;00:00:12.150;1420;15.58;00:00:13.220
Wonder Kid;4;220;17.78;00:00:15.530;420;17.85;00:00:11.310;620;18.38;00:00:11.070;820;18.1;00:00:11.330;1020;17.6;00:00:11.760;1220;16.63;00:00:12.310;1420;15.58;00:00:13.330
Angland;6;220;17.35;00:00:16.140;420;17.79;00:00:11.470;620;18.34;00:00:11.300;820;18.46;00:00:11.080;1020;18.01;00:00:11.340;1220;17.83;00:00:12.120;1420;15.84;00:00:13.200
Madero;3;220;18.43;00:00:14.880;420;18.46;00:00:11.140;620;18.29;00:00:11.140;820;17.74;00:00:11.470;1020;17.44;00:00:11.820;1220;16.62;00:00:12.600;1420;15.11;00:00:13.610
Outta Compton;5;220;18.02;00:00:15.580;420;18.25;00:00:11.240;620;18.4;00:00:11.080;820;18.13;00:00:11.200;1020;17.72;00:00:11.560;1220;16.95;00:00:12.470;1420;14.86;00:00:14.030
Semillion;10;220;18.53;00:00:14.660;420;18.55;00:00:10.920;620;18.42;00:00:11.140;820;17.68;00:00:11.600;1020;17.38;00:00:11.950;1220;16.6;00:00:12.760;1420;14.72;00:00:14.400
Fridge Monster;7;220;18.8;00:00:14.630;420;18.45;00:00:10.990;620;18.32;00:00:11.130;820;17.77;00:00:11.530;1020;17.18;00:00:12.070;1220;16.21;00:00:12.880;1420;14.76;00:00:14.230
Make It Sweet;15;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000
Komachi;2;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000
Yam;13;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000
The Pendragon;1;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000
