5/07/2026 12:00:00 AM;Bendigo-Professional-2026-07-05;Workforce Extensions BM62 Handicap;00:01:08.098;BEND_1100m_TRACK
Iced Poppy;17;100;17.75;00:00:08.170;300;19.73;00:00:10.400;500;19.43;00:00:10.630;700;18.33;00:00:11.480;900;17.57;00:00:11.970;1100;15.97;00:00:13.420
National Code;2;100;17.21;00:00:08.470;300;19.52;00:00:10.690;500;19.47;00:00:10.660;700;18.4;00:00:11.630;900;17.75;00:00:11.850;1100;16.27;00:00:13.010
Gina's A Star;13;100;17.7;00:00:08.130;300;19.48;00:00:10.540;500;19.35;00:00:10.700;700;18.46;00:00:11.620;900;17.44;00:00:12.110;1100;15.48;00:00:13.220
Friendzoned;19;100;17.14;00:00:08.250;300;19.45;00:00:10.700;500;19.25;00:00:10.750;700;18.57;00:00:11.630;900;17.63;00:00:12.030;1100;15.69;00:00:13.030
Wicked Storm;4;100;17.29;00:00:08.250;300;19.33;00:00:10.650;500;19.22;00:00:10.730;700;18.41;00:00:11.630;900;17.42;00:00:12.020;1100;15.92;00:00:13.300
Stellar Mofeed;11;100;17.02;00:00:08.490;300;19.59;00:00:10.650;500;19.41;00:00:10.740;700;18.23;00:00:11.620;900;17.47;00:00:11.940;1100;15.86;00:00:13.170
Miss Top Gun;1;100;17.52;00:00:08.230;300;19.34;00:00:10.640;500;19.52;00:00:10.540;700;18.22;00:00:11.640;900;17.28;00:00:12.280;1100;15.09;00:00:13.480
Tesoro Mio;8;100;17.64;00:00:08.130;300;19.55;00:00:10.550;500;19.3;00:00:10.700;700;18.24;00:00:11.620;900;16.97;00:00:12.300;1100;15.26;00:00:13.750
Homeward;5;100;17.25;00:00:08.270;300;19.54;00:00:10.610;500;19.31;00:00:10.800;700;18.04;00:00:11.690;900;17.26;00:00:12.180;1100;15.58;00:00:13.610
Poetic Storm;18;100;17.57;00:00:08.210;300;19.66;00:00:10.600;500;19.61;00:00:10.570;700;18.16;00:00:11.550;900;17;00:00:12.330;1100;15.36;00:00:13.990
Steamy Mist;7;100;18.29;00:00:07.910;300;19.84;00:00:10.300;500;19.52;00:00:10.560;700;17.97;00:00:11.650;900;17.15;00:00:12.550;1100;14.5;00:00:14.830
Dismantle;12;100;16.99;00:00:08.520;300;19.61;00:00:10.690;500;19.47;00:00:10.710;700;18.53;00:00:11.760;900;17.43;00:00:12.210;1100;15.55;00:00:13.930
Kilcarn;14;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Struggle Street;3;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Paris Winds;9;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
I'm Helro;15;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Our Wynd Chymes;6;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Starburst;10;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
She's Elusive;16;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Toyz In Zouland;20;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
