2026-03-28 00:00:00;Morphettville-Professional-2026-03-28;AIG Security Handicap (Heat 2 of Adelaide in Autumn Series)
GOLD SPIRIT;2;200;18.77;0:13.77;400;19.77;0:10.79;600;18.02;0:11.32;800;18.00;0:11.35;1000;18.09;0:11.38;1200;17.45;0:12.03
PURFECT LINE;4;200;18.76;0:14.11;400;18.93;0:10.84;600;18.20;0:11.36;800;18.37;0:11.25;1000;18.38;0:11.16;1200;17.41;0:12.01
SHADOW EAGLE;6;200;18.04;0:14.33;400;18.46;0:10.95;600;18.25;0:11.32;800;18.38;0:11.14;1000;18.70;0:11.09;1200;17.75;0:11.90
ICE SYMPHONY;5;200;18.29;0:14.04;400;18.55;0:10.96;600;18.13;0:11.32;800;18.06;0:11.35;1000;18.09;0:11.31;1200;17.47;0:12.00
SYNCHRO;3;200;18.49;0:13.80;400;18.58;0:10.98;600;18.09;0:11.32;800;18.19;0:11.26;1000;18.15;0:11.28;1200;17.38;0:12.35
DOBBINAIR;1;200;17.40;0:14.81;400;19.03;0:10.77;600;18.89;0:11.12;800;18.63;0:11.03;1000;18.29;0:11.26;1200;17.48;0:12.01
FALANGHINA;8;200;18.45;0:14.31;400;18.52;0:10.88;600;18.12;0:11.26;800;18.08;0:11.16;1000;18.08;0:11.18;1200;17.39;0:12.22
GRINZINGER ACE;9;200;18.58;0:14.12;400;18.92;0:10.86;600;17.98;0:11.25;800;17.95;0:11.22;1000;17.61;0:11.49;1200;17.18;0:12.08
NEVER SURRENDER;12;200;18.52;0:13.91;400;19.04;0:10.91;600;18.23;0:11.24;800;18.19;0:11.32;1000;17.96;0:11.44;1200;17.13;0:12.27
STOLEN KISS;16;200;18.53;0:14.61;400;18.75;0:10.79;600;18.27;0:11.30;800;18.29;0:11.18;1000;18.16;0:11.18;1200;17.65;0:12.08
ARTISSI;13;200;17.72;0:14.62;400;18.59;0:10.94;600;18.33;0:11.47;800;18.32;0:11.18;1000;18.26;0:11.09;1200;18.14;0:11.89
CASINO SHOWGIRL;14;200;18.16;0:14.51;400;18.61;0:10.83;600;18.38;0:11.22;800;18.41;0:11.11;1000;18.23;0:11.28;1200;17.40;0:12.27
THE JOURNO;7;200;18.63;0:14.31;400;18.84;0:10.68;600;18.43;0:11.05;800;18.28;0:11.22;1000;17.97;0:11.60;1200;17.14;0:12.43
PETA'S HEART;11;200;18.00;0:14.82;400;18.93;0:10.72;600;18.61;0:11.22;800;18.18;0:11.17;1000;17.78;0:11.40;1200;17.43;0:12.17
Regal Secret;10;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
Global Turn;15;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
