7/03/2026 12:00:00 AM;Flemington-Professional-2026-03-07;Herald Sun Plate;00:01:04.722;FLEM_1200m_Track
Verdoux;9;100;16.62;00:00:08.680;300;18.95;00:00:11.070;500;19.22;00:00:10.670;700;19.02;00:00:10.760;900;19;00:00:10.670;1100;18.18;00:00:11.440
She's An Artist;3;100;16.82;00:00:08.930;300;18.96;00:00:10.990;500;18.89;00:00:10.670;700;19.21;00:00:10.590;900;19.21;00:00:10.660;1100;18.27;00:00:11.490
Press Down;1;100;17.02;00:00:08.550;300;18.87;00:00:11.010;500;19.21;00:00:10.710;700;18.68;00:00:10.790;900;18.72;00:00:10.980;1100;18;00:00:11.600
Codigo;7;100;16.14;00:00:08.630;300;18.81;00:00:11.370;500;18.95;00:00:10.820;700;18.96;00:00:10.590;900;18.91;00:00:10.780;1100;17.84;00:00:11.620
Hezdarnhottoo;8;100;16.57;00:00:08.280;300;18.85;00:00:10.970;500;19.19;00:00:10.590;700;18.81;00:00:10.900;900;18.22;00:00:11.300;1100;17.6;00:00:11.850
Nervous Witness;2;100;17.43;00:00:08.340;300;19.17;00:00:10.730;500;19.04;00:00:10.710;700;18.59;00:00:10.880;900;18.24;00:00:11.230;1100;17.39;00:00:12.080
Wiggum;4;100;16.7;00:00:09.060;300;19.1;00:00:11.180;500;19.11;00:00:10.620;700;19.42;00:00:10.510;900;19.04;00:00:10.770;1100;17.94;00:00:11.910
Nation State;10;100;16.26;00:00:08.560;300;18.63;00:00:11.300;500;18.74;00:00:10.780;700;18.85;00:00:10.730;900;18.71;00:00:11.000;1100;17.53;00:00:12.110
Fission;5;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Castellar;6;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
