2026-03-28 00:00:00;Morphettville-Professional-2026-03-28;Winning Edge Presentations Maiden Plate
TIPTOP TORI;12;200;18.53;0:14.18;400;18.54;0:10.87;600;18.16;0:11.33;800;17.44;0:11.59;1000;17.96;0:11.32;1200;17.71;0:11.76
ROYAL SWAY;11;200;18.29;0:14.61;400;19.06;0:10.66;600;18.44;0:11.17;800;17.49;0:11.62;1000;17.92;0:11.38;1200;17.76;0:11.73
GOLDEN CLOUD;5;200;18.04;0:14.80;400;18.89;0:10.77;600;18.34;0:11.17;800;17.74;0:11.54;1000;18.12;0:11.30;1200;17.80;0:11.60
MALDIVICA;10;200;18.99;0:14.00;400;19.45;0:10.64;600;18.05;0:11.42;800;17.32;0:11.70;1000;17.84;0:11.41;1200;17.58;0:12.15
WHISKEY TUMBLER;7;200;18.75;0:14.14;400;18.86;0:10.80;600;18.25;0:11.33;800;17.74;0:11.66;1000;17.86;0:11.53;1200;16.99;0:12.17
HARRINO;1;200;18.00;0:14.75;400;18.55;0:10.91;600;18.12;0:11.21;800;17.86;0:11.59;1000;17.89;0:11.42;1200;17.36;0:11.84
BRAVE FORTUNE;4;200;18.45;0:14.56;400;18.76;0:10.80;600;18.35;0:11.24;800;17.46;0:11.55;1000;17.70;0:11.49;1200;17.07;0:12.17
MACHINEGUN MIKE;2;200;18.32;0:14.47;400;18.73;0:10.83;600;18.20;0:11.27;800;17.32;0:11.64;1000;17.45;0:11.56;1200;17.44;0:12.22
DRESS TO IMPRESS;8;200;18.64;0:14.03;400;18.77;0:10.82;600;17.91;0:11.43;800;17.14;0:11.76;1000;17.51;0:11.60;1200;16.87;0:13.01
MOUSE IN THE HOUSE;6;200;18.10;0:14.71;400;18.98;0:10.77;600;18.14;0:11.25;800;17.51;0:11.68;1000;17.62;0:11.67;1200;16.53;0:13.25
Arcturus Star;3;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
She Rex;9;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
