5/07/2026 12:00:00 AM;Bendigo-Professional-2026-07-05;Cathcart Smash Repairs Maiden Plate;00:01:01.539;BEND_1100m_TRACK
Panchenko;12;200;19.16;00:00:13.700;400;19.17;00:00:10.710;600;18.56;00:00:11.300;800;18.09;00:00:11.300;1000;17.24;00:00:12.220
Seven Day Rebels;4;200;19.1;00:00:13.750;400;19.63;00:00:10.510;600;18.84;00:00:11.410;800;17.84;00:00:11.670;1000;16.66;00:00:12.790
No Friends;3;200;18.97;00:00:13.920;400;19.17;00:00:10.700;600;18.72;00:00:11.350;800;17.75;00:00:11.680;1000;16.42;00:00:12.580
Shah Jahan;5;200;18.93;00:00:13.930;400;19.31;00:00:10.630;600;18.57;00:00:11.370;800;17.64;00:00:11.680;1000;16.62;00:00:12.730
Sashiko;13;200;18.87;00:00:13.940;400;19.26;00:00:10.600;600;18.41;00:00:11.390;800;17.75;00:00:11.770;1000;16.2;00:00:13.120
Gordacious;1;200;18.84;00:00:14.440;400;19.09;00:00:10.750;600;18.06;00:00:11.560;800;17.53;00:00:11.690;1000;16.62;00:00:12.530
Shouldacouldawooda;6;200;19.02;00:00:14.120;400;19.82;00:00:10.610;600;18.78;00:00:11.380;800;18.07;00:00:11.810;1000;16.04;00:00:13.090
I Am A Stylist;9;200;19.04;00:00:14.120;400;19.29;00:00:10.610;600;18.65;00:00:11.230;800;17.31;00:00:12.040;1000;15.91;00:00:13.380
Keen Observer;2;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Agoraphobic;8;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Ms Port Melbourne;10;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Zouvolt;7;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
My China Plate;11;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Vain Beauty;14;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
