2026-07-16 00:00:00;Southside Cranbourne-Professional-2026-07-16;Settlers Run Maiden Plate
ALIEN ANGEL;9;100;16.57;0:08.36;300;17.63;0:11.58;500;17.77;0:11.57;700;17.16;0:11.83;900;16.66;0:12.37;1100;16.8;0:12.28;1300;16.78;0:12.28
MARINE GRADE;4;100;16.8;0:08.41;300;18.38;0:11.24;500;18.06;0:11.44;700;17.22;0:11.78;900;16.68;0:12.63;1100;16.56;0:12.49;1300;16.45;0:12.60
NIGHT GUARD;5;100;17.2;0:08.45;300;18.4;0:11.08;500;17.87;0:11.48;700;17.23;0:11.78;900;16.66;0:12.45;1100;16.42;0:12.64;1300;15.72;0:13.12
I'MFALLINFORYOU;13;100;16.74;0:08.80;300;18.07;0:11.35;500;18.04;0:11.51;700;17.29;0:11.89;900;16.67;0:12.44;1100;16.68;0:12.46;1300;16.19;0:12.58
WHATITTAKES;8;100;16.48;0:08.22;300;17.89;0:11.49;500;17.6;0:11.62;700;17.46;0:11.76;900;16.69;0:12.41;1100;16.54;0:12.57;1300;16.27;0:13.02
DIAMOND MILA;1;100;16.7;0:08.23;300;18.07;0:11.28;500;17.83;0:11.40;700;17.25;0:11.74;900;16.57;0:12.59;1100;16.58;0:12.73;1300;15.87;0:13.22
RAYYAN;6;100;16.41;0:08.39;300;17.86;0:11.42;500;17.81;0:11.58;700;17.21;0:11.85;900;16.67;0:12.54;1100;16.51;0:12.94;1300;15.99;0:12.93
ZWASP;15;100;15.42;0:09.55;300;17.72;0:11.85;500;18.46;0:10.99;700;18.11;0:11.46;900;17.19;0:12.43;1100;16.45;0:12.70;1300;16.14;0:12.70
ZOUZENNA;16;100;16.91;0:08.42;300;17.62;0:11.50;500;17.67;0:11.65;700;17.09;0:11.89;900;16.81;0:12.63;1100;16.34;0:12.83;1300;15.84;0:12.95
GALZAIN;11;100;16.13;0:09.02;300;17.45;0:11.78;500;17.73;0:11.49;700;17.66;0:11.43;900;16.94;0:12.74;1100;15.76;0:13.10;1300;15.94;0:12.90
THINKIMACELEBRITY;7;100;16.73;0:08.48;300;17.99;0:11.35;500;17.99;0:11.56;700;17.24;0:11.84;900;16.54;0:12.58;1100;16.17;0:13.25;1300;15.49;0:13.58
GRACEFUL MIST;12;100;16.38;0:08.42;300;17.54;0:11.60;500;17.81;0:11.53;700;17.31;0:11.72;900;16.65;0:12.79;1100;15.92;0:13.25;1300;15.37;0:13.52
LIGHTNING JOEY;17;100;16.66;0:08.73;300;18.24;0:11.25;500;18.08;0:11.41;700;17.71;0:11.66;900;16.3;0:12.65;1100;15.78;0:13.33;1300;14.97;0:14.30
IAMLEVI;2;100;16.76;0:08.59;300;17.55;0:11.54;500;17.63;0:11.76;700;17.09;0:11.93;900;16.18;0:13.20;1100;15.07;0:13.83;1300;15.23;0:13.67
IBERIAN LYNX;3;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00;1300;0;0:00.00
FIERCE RUBY;10;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00;1300;0;0:00.00
OVERFLIRT;14;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00;1300;0;0:00.00
