5/07/2026 12:00:00 AM;Bendigo-Professional-2026-07-05;Catanach’s Jewellers BM66 Handicap;00:01:02.537;BEND_1100m_TRACK
Monix;16;200;19.49;00:00:13.760;400;19.56;00:00:10.460;600;18.68;00:00:11.510;800;17.51;00:00:11.740;1000;16.44;00:00:12.730
Da Nang Star;4;200;19.08;00:00:13.530;400;19.39;00:00:10.560;600;18.42;00:00:11.580;800;17.5;00:00:11.830;1000;16.39;00:00:12.810
Mr Tickles;9;200;18.88;00:00:13.560;400;19.49;00:00:10.650;600;18.28;00:00:11.680;800;17.76;00:00:11.640;1000;16.56;00:00:12.780
Tapo;6;200;19.18;00:00:13.390;400;19.37;00:00:10.590;600;18.34;00:00:11.490;800;17.56;00:00:11.880;1000;16.16;00:00:12.990
Hollywoodboulevard;5;200;19.25;00:00:14.060;400;19.65;00:00:10.390;600;18.92;00:00:11.320;800;17.3;00:00:11.910;1000;16.4;00:00:12.750
Bazzar;10;200;18.9;00:00:14.000;400;19.5;00:00:10.520;600;18.9;00:00:11.520;800;17.97;00:00:11.420;1000;16.68;00:00:13.000
Antisocial;7;200;19.13;00:00:13.660;400;19.47;00:00:10.480;600;18.18;00:00:11.410;800;17.14;00:00:12.090;1000;16.2;00:00:13.100
Swift Hit;15;200;18.72;00:00:13.750;400;19.29;00:00:10.630;600;18.61;00:00:11.590;800;17.4;00:00:11.910;1000;16.29;00:00:12.910
Call To Glory;2;200;19.1;00:00:13.350;400;19.39;00:00:10.710;600;18.16;00:00:11.690;800;17.69;00:00:11.890;1000;15.94;00:00:13.190
Brial Rose;14;200;19.09;00:00:13.480;400;19.37;00:00:10.610;600;18.38;00:00:11.740;800;17.6;00:00:12.050;1000;15.35;00:00:13.270
Greatham Boy;3;200;18.92;00:00:13.380;400;19.6;00:00:10.660;600;18.37;00:00:11.680;800;17.45;00:00:12.020;1000;15.7;00:00:13.570
Blazing Sword;1;200;19.08;00:00:13.810;400;19.77;00:00:10.530;600;18.54;00:00:11.470;800;17.32;00:00:12.060;1000;15.65;00:00:13.560
Cool As Ice;8;200;19.08;00:00:13.850;400;19.51;00:00:10.640;600;18.33;00:00:11.600;800;17.83;00:00:11.920;1000;15.58;00:00:13.510
Reward The Sheriff;17;200;18.98;00:00:13.660;400;19.33;00:00:10.660;600;18.77;00:00:11.650;800;17.48;00:00:12.180;1000;15.35;00:00:14.080
Frosted In Time;11;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Nicereine;12;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Induction;13;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Laura's Gold;18;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
