6/27/2026 12:00:00 AM;Caulfield-Professional-2026-06-27;The Big Screen Company Handicap;00:01:14.531;CAUL_1200m_TRACK
Afterberna;2;200;17.56;00:00:14.130;400;17.52;00:00:11.680;600;17;00:00:12.120;800;17.4;00:00:11.900;1000;18.38;00:00:11.120;1200;18.11;00:00:11.550
Custom;1;200;17.41;00:00:14.240;400;17.46;00:00:11.690;600;17.14;00:00:12.010;800;17.33;00:00:11.950;1000;18.46;00:00:11.190;1200;18.06;00:00:11.490
Race For Rule;5;200;17.74;00:00:14.080;400;17.64;00:00:11.510;600;17.3;00:00:11.960;800;17.61;00:00:12.030;1000;18.17;00:00:11.340;1200;18.03;00:00:11.680
Our Justify;6;200;17.06;00:00:14.630;400;17.76;00:00:11.560;600;17.23;00:00:11.960;800;17.44;00:00:11.840;1000;18.59;00:00:11.170;1200;18.72;00:00:11.440
Gliding Lightening;8;200;17.69;00:00:14.370;400;17.6;00:00:11.750;600;17.07;00:00:11.920;800;17.38;00:00:11.920;1000;18.25;00:00:11.360;1200;18.22;00:00:11.720
Biologics;3;200;17.3;00:00:14.480;400;17.33;00:00:11.800;600;17.48;00:00:11.710;800;17.67;00:00:11.910;1000;17.8;00:00:11.490;1200;17.57;00:00:11.940
Rosangela;11;200;17.84;00:00:14.170;400;17.92;00:00:11.680;600;17.18;00:00:11.920;800;17.42;00:00:12.010;1000;18.17;00:00:11.490;1200;17.28;00:00:12.190
Sky Watcher;4;200;17.67;00:00:14.540;400;17.52;00:00:11.840;600;17.06;00:00:11.840;800;17.55;00:00:11.900;1000;17.81;00:00:11.490;1200;17.33;00:00:12.460
Written Glow;7;200;17.78;00:00:14.380;400;17.36;00:00:11.740;600;17.45;00:00:11.820;800;17.75;00:00:11.880;1000;17.57;00:00:11.720;1200;16.54;00:00:12.800
Miss Lola;9;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Pinot For Mike;10;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Cresta Crystal;12;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
