2026-07-29 00:00:00;Sportsbet Sandown Hillside-Professional-2026-07-29;Sportsbet Jockey Watch Handicap
STAY SILENT;2;100;16.66;0:08.39;300;17.19;0:11.79;500;17.39;0:11.87;700;17.05;0:11.95;900;17.04;0:12.11;1100;16.27;0:12.58;1300;16.26;0:12.82;1500;14.99;0:13.84
KILLENAULE;9;100;15.86;0:09.14;300;17.41;0:11.93;500;17.76;0:11.96;700;17.04;0:12.49;900;17.27;0:12.31;1100;17.16;0:12.12;1300;17.34;0:11.91;1500;15.94;0:13.62
SOMETHINGSOSTRONG;12;100;16.05;0:08.57;300;16.83;0:12.01;500;16.76;0:12.14;700;17.09;0:12.16;900;16.81;0:12.31;1100;16.8;0:12.28;1300;16.55;0:12.44;1500;15.66;0:13.82
TOUXLOVE;11;100;16.67;0:08.63;300;16.93;0:11.98;500;17.04;0:12.04;700;16.72;0:12.18;900;16.99;0:12.11;1100;16.62;0:12.37;1300;16.42;0:12.70;1500;14.7;0:14.17
CAMP CABLE;6;100;16.26;0:08.62;300;17.02;0:11.96;500;16.72;0:12.17;700;16.64;0:12.31;900;16.57;0:12.36;1100;16.6;0:12.51;1300;16.73;0:12.41;1500;15.14;0:13.92
MANNERHEIM;7;100;15.97;0:08.76;300;16.62;0:12.18;500;16.92;0:12.11;700;16.66;0:12.12;900;16.62;0:12.14;1100;16.33;0:12.46;1300;16.52;0:12.60;1500;14.9;0:14.02
ITSUKUSHIMA;1;100;16.86;0:08.44;300;17.21;0:11.71;500;17.14;0:11.91;700;17.14;0:12.06;900;17.04;0:12.16;1100;16.24;0:12.63;1300;16.1;0:13.13;1500;14.37;0:14.96
MARGIE'S BOY;3;100;16.34;0:08.84;300;17.08;0:11.95;500;16.75;0:12.19;700;16.72;0:12.32;900;16.5;0:12.36;1100;16.75;0:12.39;1300;16.52;0:12.68;1500;14.74;0:14.81
BRITISH COLUMBIA;4;100;16.51;0:08.44;300;17.17;0:11.75;500;16.9;0:12.03;700;16.7;0:12.27;900;16.67;0:12.32;1100;16.26;0:12.54;1300;16.09;0:13.22;1500;14.24;0:15.35
PRINCESS MESS;10;100;16.61;0:08.72;300;17.36;0:11.69;500;17.26;0:11.97;700;17.14;0:12.07;900;16.8;0:12.12;1100;16.34;0:12.57;1300;15.87;0:13.36;1500;13.98;0:15.89
SHE'S PRETTY RICH;5;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00;1300;0;0:00.00;1500;0;0:00.00
PLACENTIA BAY;8;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00;1300;0;0:00.00;1500;0;0:00.00
