5/07/2026 12:00:00 AM;Bendigo-Professional-2026-07-05;Bendigo Mazda BM62 Handicap;00:01:22.553;BEND_1600m_TRACK
Magnetic Chess;8;100;17.55;00:00:08.520;300;18.33;00:00:11.030;500;18.3;00:00:11.160;700;17.79;00:00:11.480;900;17.23;00:00:12.070;1100;16.84;00:00:12.170;1300;16.13;00:00:13.120
Hotei Senshi;5;100;17.12;00:00:08.520;300;18.15;00:00:11.240;500;18.12;00:00:11.190;700;17.88;00:00:11.590;900;17.09;00:00:11.940;1100;16.96;00:00:12.070;1300;15.95;00:00:13.010
Jenni Intiba;13;100;16.53;00:00:08.690;300;18.06;00:00:11.320;500;18.24;00:00:11.180;700;17.96;00:00:11.580;900;17.24;00:00:11.870;1100;17;00:00:11.990;1300;16.05;00:00:12.950
All Business;3;100;16.64;00:00:08.810;300;18.25;00:00:11.360;500;18.26;00:00:11.300;700;18.23;00:00:11.580;900;17.54;00:00:11.840;1100;17.07;00:00:12.260;1300;15.7;00:00:13.150
Final Countdown;11;100;16.62;00:00:08.770;300;17.94;00:00:11.460;500;18.55;00:00:11.300;700;18.56;00:00:11.460;900;17.61;00:00:11.770;1100;17.15;00:00:12.290;1300;15.48;00:00:13.310
Powerbound;1;100;16.81;00:00:09.040;300;18.67;00:00:11.100;500;18.51;00:00:11.170;700;18.1;00:00:11.520;900;17.52;00:00:11.720;1100;17.36;00:00:12.120;1300;15.66;00:00:13.790
Sparkles;14;100;17.3;00:00:08.550;300;18.23;00:00:11.130;500;18.24;00:00:11.300;700;18.04;00:00:11.670;900;17.2;00:00:12.190;1100;16.61;00:00:12.500;1300;15.26;00:00:13.820
Arabian Myth;15;100;17.07;00:00:08.700;300;18.3;00:00:11.180;500;18.12;00:00:11.230;700;18.02;00:00:11.620;900;16.95;00:00:12.200;1100;16.78;00:00:12.480;1300;15.04;00:00:14.010
Drunken Sailor;9;100;16.3;00:00:08.720;300;18.42;00:00:11.290;500;18.3;00:00:11.240;700;17.96;00:00:11.640;900;17.12;00:00:12.200;1100;16.44;00:00:12.600;1300;15.26;00:00:13.910
Tijuana;2;100;16.49;00:00:08.480;300;18.22;00:00:11.440;500;18.58;00:00:11.290;700;18.14;00:00:11.670;900;17.3;00:00:12.250;1100;16.36;00:00:12.570;1300;15.19;00:00:14.010
Danaustar;6;100;17.45;00:00:08.780;300;18.71;00:00:10.950;500;18.46;00:00:11.150;700;17.97;00:00:11.550;900;17.39;00:00:12.250;1100;16.13;00:00:12.910;1300;14.77;00:00:14.400
Jaskier;10;100;17.71;00:00:08.670;300;18.66;00:00:10.820;500;18.47;00:00:11.070;700;18.12;00:00:11.530;900;17.1;00:00:12.220;1100;15.82;00:00:13.170;1300;14.25;00:00:14.720
Impending War;4;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
Illuminance;7;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
Meet Me Halfway;12;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
