4/07/2026 12:00:00 AM;Flemington-Professional-2026-07-04;Sharp EIT Mahogany Challenge Final;00:02:47.029;FLEM_3500m_Track
Brillantezza;5;100;15.66;00:00:09.180;300;16.08;00:00:12.660;500;15.44;00:00:13.300;700;15.62;00:00:13.080;900;16.08;00:00:13.020;1100;16.04;00:00:12.740;1300;15.96;00:00:12.740;1500;16.61;00:00:12.420;1700;17.18;00:00:12.040;1900;17.18;00:00:12.100;2100;16.95;00:00:12.210;2300;17.26;00:00:11.880;2500;16.36;00:00:12.490
Kings Reflection;14;100;15.57;00:00:09.120;300;16.42;00:00:12.530;500;15.45;00:00:13.250;700;15.78;00:00:13.090;900;16.21;00:00:12.930;1100;15.96;00:00:12.720;1300;15.88;00:00:12.840;1500;16.64;00:00:12.380;1700;16.73;00:00:12.200;1900;16.81;00:00:12.180;2100;16.61;00:00:12.300;2300;16.86;00:00:12.100;2500;16.03;00:00:12.450
Simply Gold;10;100;15.29;00:00:09.130;300;16.03;00:00:12.820;500;15.37;00:00:13.840;700;15.83;00:00:12.980;900;16.54;00:00:13.140;1100;16.66;00:00:12.360;1300;16.05;00:00:12.670;1500;16.65;00:00:12.440;1700;17.06;00:00:12.040;1900;17.11;00:00:11.890;2100;16.93;00:00:12.150;2300;16.89;00:00:12.100;2500;16.32;00:00:12.560
Sunsprite;13;100;14.91;00:00:09.570;300;16.31;00:00:12.560;500;15.97;00:00:13.100;700;15.74;00:00:13.120;900;16.16;00:00:12.880;1100;16.1;00:00:12.770;1300;16.07;00:00:12.880;1500;16.56;00:00:12.340;1700;16.98;00:00:12.140;1900;17.06;00:00:11.930;2100;16.99;00:00:12.140;2300;16.46;00:00:12.420;2500;16.02;00:00:12.910
Rainsun;3;100;15.93;00:00:09.080;300;16.29;00:00:12.760;500;15.34;00:00:13.450;700;15.85;00:00:13.050;900;16.21;00:00:12.990;1100;16.21;00:00:12.660;1300;16.28;00:00:12.700;1500;16.77;00:00:12.340;1700;17.11;00:00:12.030;1900;17.16;00:00:12.090;2100;16.7;00:00:12.240;2300;16.45;00:00:12.480;2500;15.5;00:00:13.320
Iron Legacy;7;100;15.29;00:00:09.370;300;16.18;00:00:12.720;500;15.63;00:00:13.300;700;15.88;00:00:13.080;900;16.16;00:00:13.060;1100;16.17;00:00:12.670;1300;16.05;00:00:12.950;1500;16.67;00:00:12.310;1700;16.76;00:00:12.160;1900;17.11;00:00:12.020;2100;16.71;00:00:12.210;2300;16.09;00:00:12.640;2500;15.65;00:00:12.790
Camelot Time;15;100;15.89;00:00:09.070;300;16.23;00:00:12.780;500;16.02;00:00:13.000;700;16.01;00:00:12.920;900;15.96;00:00:12.770;1100;15.91;00:00:12.770;1300;16.03;00:00:12.960;1500;16.54;00:00:12.490;1700;16.89;00:00:12.140;1900;16.78;00:00:12.190;2100;16.19;00:00:12.680;2300;16.05;00:00:12.690;2500;15.62;00:00:12.830
Pressurised;16;100;16.07;00:00:09.070;300;16.39;00:00:12.650;500;15.57;00:00:13.170;700;15.7;00:00:13.140;900;16.11;00:00:12.890;1100;16.11;00:00:12.720;1300;16.17;00:00:12.740;1500;16.76;00:00:12.370;1700;16.95;00:00:12.100;1900;16.85;00:00:12.120;2100;16.42;00:00:12.450;2300;16.12;00:00:12.860;2500;14.92;00:00:13.590
Convaaya;19;100;15.19;00:00:09.570;300;15.99;00:00:12.870;500;15.61;00:00:13.420;700;15.72;00:00:12.980;900;16.04;00:00:13.150;1100;16.17;00:00:12.600;1300;16.2;00:00:12.730;1500;16.96;00:00:12.250;1700;17.21;00:00:11.970;1900;17.57;00:00:11.730;2100;17.31;00:00:12.160;2300;16.23;00:00:12.890;2500;14.78;00:00:13.820
Think Your Amazing;11;100;15.66;00:00:09.400;300;16.25;00:00:12.680;500;15.41;00:00:13.380;700;15.78;00:00:13.030;900;16.11;00:00:13.290;1100;16.65;00:00:12.440;1300;16.23;00:00:12.710;1500;16.72;00:00:12.350;1700;17.19;00:00:12.000;1900;17.29;00:00:12.030;2100;16.44;00:00:12.650;2300;15.99;00:00:12.840;2500;15.33;00:00:13.430
Lillard;8;100;16.31;00:00:08.920;300;16.99;00:00:12.250;500;16.21;00:00:13.030;700;15.24;00:00:13.290;900;16.1;00:00:12.780;1100;16.1;00:00:12.650;1300;15.88;00:00:12.790;1500;16.4;00:00:12.490;1700;16.48;00:00:12.310;1900;16.45;00:00:12.350;2100;16.18;00:00:12.650;2300;15.63;00:00:13.400;2500;14.17;00:00:14.130
King's Anchor;18;100;15.76;00:00:08.860;300;16.31;00:00:12.580;500;15.38;00:00:13.230;700;15.61;00:00:13.050;900;15.77;00:00:12.930;1100;15.75;00:00:12.840;1300;16.02;00:00:12.820;1500;16.33;00:00:12.440;1700;16.66;00:00:12.210;1900;16.9;00:00:12.060;2100;16.28;00:00:12.540;2300;15.24;00:00:13.500;2500;14.54;00:00:14.100
Thunderbolt Way;12;100;15.98;00:00:09.260;300;16.51;00:00:12.400;500;15.43;00:00:13.290;700;15.69;00:00:13.090;900;15.82;00:00:12.830;1100;15.72;00:00:12.880;1300;15.85;00:00:12.840;1500;16.45;00:00:12.370;1700;16.61;00:00:12.230;1900;16.81;00:00:12.000;2100;16.56;00:00:12.550;2300;15.54;00:00:13.370;2500;14.53;00:00:14.410
Adira River;4;100;16.24;00:00:08.990;300;16.88;00:00:12.310;500;15.85;00:00:13.140;700;15.56;00:00:13.160;900;16.29;00:00:12.380;1100;16.04;00:00:12.710;1300;15.84;00:00:12.850;1500;16.18;00:00:12.540;1700;16.64;00:00:12.310;1900;16.63;00:00:12.270;2100;16.01;00:00:12.700;2300;15.28;00:00:13.780;2500;13.97;00:00:14.520
Colizzi;6;100;15.92;00:00:08.720;300;16.55;00:00:12.420;500;16;00:00:13.000;700;15.2;00:00:13.270;900;16.04;00:00:12.840;1100;16.04;00:00:12.720;1300;15.84;00:00:12.810;1500;16.35;00:00:12.580;1700;16.71;00:00:12.250;1900;16.79;00:00:12.150;2100;16.64;00:00:12.620;2300;15.1;00:00:14.230;2500;13.34;00:00:17.200
Engine Of War;2;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000;1500;0;00:00:00.000;1700;0;00:00:00.000;1900;0;00:00:00.000;2100;0;00:00:00.000;2300;0;00:00:00.000;2500;0;00:00:00.000
Baudin;20;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000;1500;0;00:00:00.000;1700;0;00:00:00.000;1900;0;00:00:00.000;2100;0;00:00:00.000;2300;0;00:00:00.000;2500;0;00:00:00.000
Nihancan;9;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000;1500;0;00:00:00.000;1700;0;00:00:00.000;1900;0;00:00:00.000;2100;0;00:00:00.000;2300;0;00:00:00.000;2500;0;00:00:00.000
Sadlers Symphony;17;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000;1500;0;00:00:00.000;1700;0;00:00:00.000;1900;0;00:00:00.000;2100;0;00:00:00.000;2300;0;00:00:00.000;2500;0;00:00:00.000
Decalogue;1;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000;1500;0;00:00:00.000;1700;0;00:00:00.000;1900;0;00:00:00.000;2100;0;00:00:00.000;2300;0;00:00:00.000;2500;0;00:00:00.000
