6/06/2026 12:00:00 AM;Flemington-Professional-2026-06-06;VRC Community Race Day Sprint;00:01:14.550;FLEM_1200m_Track
Barari;7;200;18.02;00:00:14.360;400;18.4;00:00:11.080;600;18.17;00:00:11.320;800;18.21;00:00:11.200;1000;17.77;00:00:11.490;1200;16.82;00:00:12.280
Wise Inlaw;3;200;18.4;00:00:14.020;400;18.49;00:00:11.030;600;18;00:00:11.320;800;18.22;00:00:11.290;1000;17.78;00:00:11.700;1200;16.64;00:00:12.430
Blethyn;1;200;18.27;00:00:14.370;400;18.45;00:00:11.050;600;17.96;00:00:11.440;800;18.22;00:00:11.220;1000;18.13;00:00:11.340;1200;17.22;00:00:12.420
Falset Star;9;200;18.18;00:00:14.730;400;18.84;00:00:10.950;600;18.31;00:00:11.300;800;18.5;00:00:11.120;1000;18.28;00:00:11.560;1200;16.53;00:00:12.330
High On The Hill;5;200;17.87;00:00:14.060;400;18.25;00:00:11.160;600;17.74;00:00:11.400;800;18.15;00:00:11.380;1000;17.69;00:00:11.690;1200;17.12;00:00:12.410
Brave Design;4;200;18.39;00:00:14.040;400;18.57;00:00:11.100;600;18.13;00:00:11.290;800;17.86;00:00:11.300;1000;17.77;00:00:11.650;1200;16.36;00:00:12.850
Snallygaster;6;200;18.49;00:00:13.840;400;18.61;00:00:11.100;600;17.98;00:00:11.270;800;18.08;00:00:11.300;1000;17.55;00:00:11.820;1200;16.01;00:00:12.970
Kingsbury;10;200;18.46;00:00:14.010;400;18.41;00:00:11.070;600;17.81;00:00:11.450;800;18.23;00:00:11.180;1000;17.73;00:00:11.770;1200;16.19;00:00:13.120
Toy Queen;13;200;18.32;00:00:14.360;400;18.56;00:00:10.890;600;19.6;00:00:11.400;800;18.09;00:00:11.400;1000;17.85;00:00:11.900;1200;15.89;00:00:13.220
Biologics;8;200;17.85;00:00:14.510;400;18.38;00:00:11.000;600;18.05;00:00:11.350;800;18.04;00:00:11.290;1000;17.71;00:00:11.830;1200;15.76;00:00:13.350
Immortal Triumph;12;200;18.36;00:00:13.820;400;18.49;00:00:11.160;600;17.86;00:00:11.370;800;17.79;00:00:11.500;1000;17.16;00:00:12.260;1200;15.29;00:00:14.150
Prince Tycoon;2;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Godtfred Kirk;11;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
