5/07/2026 12:00:00 AM;Bendigo-Professional-2026-07-05;DeAraugo & Lea Electrical BM62 Handicap;00:01:21.292;BEND_1600m_TRACK
Cobblestone Way;5;100;16.88;00:00:08.310;300;18.38;00:00:11.270;500;18.39;00:00:11.100;700;18;00:00:11.580;900;16.97;00:00:11.970;1100;17.01;00:00:12.130;1300;15.69;00:00:13.220
Of The View;13;100;16.76;00:00:08.170;300;18.07;00:00:11.310;500;18.27;00:00:11.250;700;17.91;00:00:11.620;900;17.23;00:00:11.990;1100;17.04;00:00:12.150;1300;15.79;00:00:13.380
Decanted;8;100;17.2;00:00:08.320;300;18.49;00:00:11.220;500;18.55;00:00:11.010;700;18.12;00:00:11.690;900;17.24;00:00:11.970;1100;16.69;00:00:12.280;1300;15.74;00:00:13.400
Annotate;4;100;16.49;00:00:08.530;300;18.36;00:00:11.360;500;18.46;00:00:11.260;700;17.84;00:00:11.630;900;17.44;00:00:11.970;1100;17.07;00:00:12.120;1300;15.74;00:00:13.230
Strike Gold;1;100;17.14;00:00:08.460;300;18.09;00:00:11.240;500;18.26;00:00:11.140;700;18.14;00:00:11.520;900;16.97;00:00:12.080;1100;16.81;00:00:12.330;1300;15.94;00:00:13.380
Naval Force;9;100;17.11;00:00:08.620;300;18.39;00:00:11.230;500;18.59;00:00:11.080;700;18.14;00:00:11.650;900;17.5;00:00:12.010;1100;17.39;00:00:12.190;1300;15.76;00:00:13.430
Monte Cassino;15;100;16.78;00:00:08.710;300;18.26;00:00:11.210;500;18.19;00:00:11.020;700;18.15;00:00:11.520;900;17.2;00:00:12.090;1100;16.81;00:00:12.270;1300;15.55;00:00:13.520
Youarenotalone;12;100;16.34;00:00:08.530;300;18.11;00:00:11.510;500;18.19;00:00:11.220;700;18.1;00:00:11.520;900;17;00:00:12.110;1100;16.58;00:00:12.430;1300;15.57;00:00:13.110
Gobbo's Mate;3;100;17.34;00:00:08.260;300;18.44;00:00:11.080;500;18.43;00:00:11.070;700;18.22;00:00:11.630;900;16.77;00:00:12.170;1100;16.29;00:00:12.760;1300;14.73;00:00:14.070
Tan Tat Delight;10;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
Finchaven;11;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
Warrior Smile;7;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
Gundaroo;2;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
Hot Stepping Hippy;14;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
Rogue Warrior;6;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000
