2026-03-28 00:00:00;Morphettville-Professional-2026-03-28;Sportsbet Jockey Watch Handicap
SCANDALIZE;3;122;16.26;0:08.87;322;17.46;0:12.11;522;17.38;0:11.87;722;17.82;0:11.37;922;17.98;0:11.66;1122;17.54;0:12.06;1322;17.61;0:11.62;1522;17.55;0:12.07
VANITEUX;8;122;16.14;0:09.00;322;17.22;0:12.18;522;17.55;0:11.88;722;17.77;0:11.50;922;18.03;0:11.53;1122;17.66;0:12.04;1322;17.57;0:11.68;1522;17.34;0:12.24
THERMODYNAMIC;7;122;17.02;0:08.65;322;17.89;0:11.60;522;17.71;0:11.69;722;17.84;0:11.45;922;17.87;0:11.79;1122;17.09;0:12.17;1322;16.98;0:12.05;1522;16.44;0:12.70
FLASH ALICE;11;122;15.29;0:09.31;322;17.19;0:12.57;522;17.35;0:11.98;722;17.62;0:11.56;922;17.90;0:11.64;1122;18.31;0:11.63;1322;18.11;0:11.56;1522;16.85;0:12.55
FRANCE'S BOY;14;122;16.50;0:08.56;322;18.02;0:11.79;522;17.98;0:11.69;722;17.65;0:11.46;922;17.48;0:11.87;1122;17.24;0:12.19;1322;16.80;0:12.34;1522;16.09;0:12.99
ZARKANA;13;122;15.65;0:09.44;322;16.95;0:12.50;522;17.35;0:11.84;722;17.70;0:11.44;922;17.63;0:11.69;1122;17.68;0:11.90;1322;17.67;0:11.63;1522;16.92;0:12.59
TALISAY;5;122;16.13;0:09.38;322;17.23;0:12.21;522;17.27;0:12.02;722;17.66;0:11.56;922;17.75;0:11.67;1122;17.75;0:11.91;1322;17.52;0:11.99;1522;16.76;0:12.42
CHILLCUZ;9;122;16.20;0:09.09;322;17.07;0:12.21;522;17.17;0:12.06;722;17.61;0:11.57;922;17.65;0:11.72;1122;17.64;0:11.85;1322;17.32;0:11.96;1522;16.59;0:12.83
EXTRA HOT;10;122;16.03;0:09.21;322;17.16;0:12.31;522;17.96;0:11.82;722;17.79;0:11.63;922;17.96;0:11.68;1122;17.68;0:11.96;1322;17.16;0:11.99;1522;16.58;0:12.86
SANDASTAN;4;122;15.90;0:09.17;322;17.23;0:12.38;522;17.48;0:11.89;722;17.54;0:11.53;922;17.52;0:11.85;1122;17.16;0:12.20;1322;16.86;0:12.26;1522;16.24;0:12.82
ANAHORISH;12;122;15.46;0:09.61;322;16.97;0:12.55;522;17.38;0:11.97;722;17.77;0:11.62;922;18.23;0:11.47;1122;18.36;0:11.73;1322;17.17;0:12.82;1522;14.44;0:16.24
Royal Fox;6;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0;1400;0;00:00.0;1600;0;00:00.0
Big Brute;1;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0;1400;0;00:00.0;1600;0;00:00.0
Deadly Press;2;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0;1400;0;00:00.0;1600;0;00:00.0
