11/07/2026 12:00:00 AM;Caulfield-Professional-2026-07-11;Sportsbet Fast Form Handicap;00:01:06.769;CAUL_1200m_TRACK
Markdel;4;100;16.63;00:00:08.610;300;18.86;00:00:11.000;500;18.42;00:00:11.210;700;17.87;00:00:11.670;900;18.21;00:00:11.200;1100;18.03;00:00:11.760
Luna Cat;6;100;17.22;00:00:08.380;300;18.46;00:00:11.080;500;18.26;00:00:11.170;700;17.95;00:00:11.610;900;18.22;00:00:11.240;1100;17.54;00:00:12.000
Behaviour;12;100;17.48;00:00:08.340;300;18.57;00:00:11.010;500;18.22;00:00:11.210;700;17.64;00:00:11.690;900;17.82;00:00:11.280;1100;18.08;00:00:11.980
Electric Star;15;100;17.57;00:00:08.460;300;18.9;00:00:10.840;500;18.66;00:00:11.230;700;17.71;00:00:11.720;900;18.02;00:00:11.270;1100;17.22;00:00:12.180
Zethus;14;100;16.54;00:00:08.520;300;18.48;00:00:11.270;500;18.5;00:00:11.190;700;17.81;00:00:11.860;900;18.29;00:00:11.450;1100;18.29;00:00:11.430
Dancing Storm;10;100;16.93;00:00:08.480;300;18.44;00:00:11.190;500;18.29;00:00:11.330;700;17.5;00:00:11.700;900;18.11;00:00:11.380;1100;18.09;00:00:11.640
Naval Academy;3;100;17.16;00:00:08.330;300;18.84;00:00:11.000;500;18.32;00:00:11.220;700;17.73;00:00:11.600;900;17.95;00:00:11.360;1100;17.36;00:00:12.240
Stealth Of Night;8;100;16.88;00:00:08.480;300;18.71;00:00:11.090;500;18.58;00:00:11.110;700;17.89;00:00:11.600;900;17.81;00:00:11.510;1100;17.55;00:00:12.050
Zouper Fund;2;100;17.3;00:00:08.470;300;18.38;00:00:11.140;500;18.28;00:00:11.160;700;17.72;00:00:11.580;900;17.92;00:00:11.410;1100;17.32;00:00:12.140
Dollar Shot;13;100;17.36;00:00:08.370;300;18.85;00:00:11.100;500;18.2;00:00:11.270;700;17.89;00:00:11.740;900;18.1;00:00:11.290;1100;17.46;00:00:12.150
Jennyanydots;9;100;17.16;00:00:08.460;300;18.41;00:00:11.100;500;18.21;00:00:11.270;700;17.48;00:00:11.680;900;17.88;00:00:11.350;1100;17.79;00:00:12.120
Demojo;11;100;17.34;00:00:08.650;300;18.34;00:00:11.210;500;18.27;00:00:11.220;700;17.45;00:00:11.590;900;17.94;00:00:11.300;1100;17.8;00:00:12.820
Ravenclaw;7;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Along The River;1;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Apache Song;5;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
