2026-06-27 00:00:00;Morphettville Parks-Professional-2026-06-27;SAJC Membership Now Open Handicap
DAVIDA;3;100;16.42;0:08.78;300;17.91;0:11.36;500;17.67;0:11.72;700;16.96;0:11.89;900;17.0;0:11.97;1100;16.82;0:11.99;1300;16.48;0:12.50
UNDISPUTABLE;5;100;16.31;0:08.88;300;17.52;0:11.57;500;17.11;0:11.90;700;17.06;0:11.93;900;17.17;0:11.98;1100;17.03;0:11.87;1300;16.79;0:12.46
OAK PARK MADDISON;1;100;16.45;0:09.09;300;17.47;0:11.64;500;17.36;0:11.90;700;17.07;0:11.92;900;17.62;0:11.77;1100;17.09;0:11.93;1300;16.71;0:12.52
MISS SGHIRRIPA;10;100;16.35;0:09.08;300;17.92;0:11.31;500;17.72;0:11.63;700;17.04;0:11.95;900;17.03;0:11.98;1100;16.89;0:12.05;1300;16.49;0:12.77
REGAL RIPPER;7;100;16.24;0:09.39;300;17.53;0:11.78;500;17.01;0:11.91;700;17.2;0:11.84;900;17.16;0:11.79;1100;17.22;0:11.87;1300;16.72;0:12.37
ROYAL SWAY;2;100;15.85;0:09.22;300;17.62;0:11.66;500;17.66;0:11.88;700;17.59;0:11.85;900;17.73;0:11.83;1100;17.32;0:11.98;1300;16.54;0:12.52
ARCTURUS STAR;6;100;16.21;0:09.16;300;17.69;0:11.63;500;17.2;0:12.02;700;17.11;0:11.96;900;17.6;0:11.85;1100;17.2;0:11.96;1300;16.5;0:12.47
SKADOOSH;11;100;15.55;0:09.24;300;16.94;0:11.95;500;17.42;0:11.86;700;17.7;0:11.82;900;17.86;0:11.59;1100;17.49;0:11.76;1300;16.58;0:12.85
GOLDEN HORIZON;4;100;16.43;0:08.96;300;17.29;0:11.66;500;17.16;0:11.76;700;16.88;0:11.94;900;17.1;0:11.78;1100;17.19;0:11.90;1300;16.12;0:13.08
LIVE FOREVER;8;100;16.5;0:09.13;300;17.18;0:11.83;500;17.05;0:11.76;700;17.16;0:11.83;900;17.05;0:11.85;1100;17.06;0:12.02;1300;16.36;0:12.94
CELTIC MALEY;9;100;16.11;0:08.98;300;16.95;0:11.92;500;17.25;0:12.01;700;16.96;0:11.98;900;17.27;0:11.96;1100;17.04;0:12.23;1300;16.19;0:12.91
