24/06/2026 12:00:00 AM;Sportsbet-Ballarat Synthetic-Professional-2026-06-24;Global Turf Maiden Plate;00:02:19.760;BALL_LOOP_POLY
Bull Run;2;100;15.71;00:00:08.640;300;16.21;00:00:12.750;500;15.79;00:00:12.790;700;15.76;00:00:12.950;900;15.81;00:00:12.800;1100;15.65;00:00:12.910;1300;16.07;00:00:12.830;1500;16.28;00:00:12.540;1700;16.87;00:00:12.260;1900;17.01;00:00:11.940;2100;16.63;00:00:12.350
King's Anchor;4;100;15.74;00:00:08.330;300;16.4;00:00:12.610;500;15.86;00:00:12.830;700;15.51;00:00:13.030;900;15.74;00:00:12.850;1100;15.92;00:00:12.830;1300;15.95;00:00:12.820;1500;16.37;00:00:12.610;1700;16.74;00:00:12.250;1900;16.55;00:00:12.240;2100;16.09;00:00:12.700
Barossa Valley;1;100;15.91;00:00:08.730;300;16.24;00:00:12.560;500;15.73;00:00:12.760;700;15.69;00:00:13.060;900;15.97;00:00:12.760;1100;15.99;00:00:12.900;1300;16.05;00:00:12.810;1500;16.65;00:00:12.460;1700;17.2;00:00:12.110;1900;16.66;00:00:12.190;2100;16.32;00:00:12.770
Le Plus Rapide;6;100;15.38;00:00:08.610;300;15.79;00:00:12.900;500;15.71;00:00:13.050;700;15.73;00:00:13.080;900;16.14;00:00:12.640;1100;16.02;00:00:12.950;1300;16.43;00:00:12.600;1500;16.41;00:00:12.490;1700;16.15;00:00:12.710;1900;16.7;00:00:12.320;2100;16.75;00:00:12.290
Lyttelton;7;100;15.29;00:00:08.880;300;15.93;00:00:12.910;500;15.91;00:00:13.050;700;15.84;00:00:13.150;900;16.61;00:00:12.490;1100;15.95;00:00:13.080;1300;16.64;00:00:12.560;1500;17.12;00:00:12.220;1700;16.3;00:00:12.840;1900;16.27;00:00:12.680;2100;15.65;00:00:12.890
Lakes Entrance;5;100;16.78;00:00:08.420;300;17.21;00:00:12.320;500;15.65;00:00:12.800;700;15.47;00:00:13.020;900;15.57;00:00:12.940;1100;15.84;00:00:12.790;1300;15.76;00:00:12.900;1500;16.16;00:00:12.640;1700;16.28;00:00:12.620;1900;15.71;00:00:13.170;2100;14.79;00:00:13.890
Wet 'N' Dry;8;100;15.67;00:00:09.410;300;16.13;00:00:12.590;500;15.69;00:00:12.920;700;15.51;00:00:12.940;900;16.58;00:00:12.440;1100;16.02;00:00:12.970;1300;16.47;00:00:12.810;1500;16.46;00:00:12.600;1700;16.41;00:00:12.760;1900;16.03;00:00:12.680;2100;15.49;00:00:13.400
Victory Blues;9;100;15.94;00:00:08.810;300;16.13;00:00:12.820;500;15.8;00:00:12.920;700;15.63;00:00:13.050;900;16.53;00:00:12.600;1100;15.96;00:00:12.850;1300;16.16;00:00:12.830;1500;16.16;00:00:12.620;1700;15.88;00:00:12.950;1900;15.26;00:00:13.400;2100;14.49;00:00:14.770
Dance And Shout;3;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000;1300;0;00:00:00.000;1500;0;00:00:00.000;1700;0;00:00:00.000;1900;0;00:00:00.000;2100;0;00:00:00.000
