2026-03-09 00:00:00;Morphettville-Professional-2026-03-09;Sportsbet More Places Handicap
MISS SLIPSTREAM;9;50;16.24;0:05.48;250;19.01;0:10.97;450;18.99;0:10.83;650;18.13;0:11.21;850;18.36;0:11.06;1050;17.81;0:12.03
NOSIE BY NATURE;11;50;14.55;0:05.51;250;18.94;0:11.34;450;18.96;0:10.77;650;18.33;0:11.05;850;18.06;0:11.16;1050;17.59;0:11.86
PANTOJA;1;50;15.26;0:05.63;250;19.17;0:11.21;450;19.39;0:10.67;650;18.21;0:11.25;850;17.85;0:11.40;1050;17.70;0:11.67
SMASHING ACTION;6;50;17.79;0:05.55;250;19.00;0:10.98;450;18.96;0:10.87;650;18.31;0:11.16;850;18.30;0:11.23;1050;17.43;0:12.21
COOL THE JETS;8;50;15.28;0:05.86;250;18.60;0:11.42;450;19.03;0:10.66;650;18.57;0:10.92;850;18.60;0:11.06;1050;17.41;0:12.27
SHA NA NA;13;50;15.77;0:05.51;250;19.09;0:10.91;450;18.92;0:10.80;650;18.02;0:11.26;850;17.89;0:11.42;1050;17.11;0:12.41
BABAYKA;3;50;14.59;0:05.39;250;18.80;0:11.37;450;18.99;0:10.75;650;18.31;0:11.24;850;17.98;0:11.31;1050;17.26;0:12.27
RULED BY THIEVES;5;50;15.27;0:05.57;250;18.86;0:11.26;450;19.09;0:10.75;650;18.37;0:11.28;850;18.16;0:11.30;1050;17.29;0:12.19
MY RUBY;10;50;14.94;0:05.61;250;18.80;0:11.46;450;19.08;0:10.76;650;18.15;0:11.23;850;18.29;0:11.23;1050;17.33;0:12.21
TAKEOVER LAD;7;50;15.45;0:05.60;250;19.03;0:11.33;450;19.27;0:10.73;650;18.32;0:11.26;850;17.83;0:11.35;1050;17.41;0:12.26
RUNAWAY BELLE;12;50;14.46;0:05.83;250;18.93;0:11.37;450;18.87;0:10.78;650;18.27;0:11.06;850;17.73;0:11.37;1050;16.91;0:12.73
Omaha Dawn;4;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
Alpha Flight;2;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
Sundogg;14;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
