2026-03-28 00:00:00;Morphettville-Professional-2026-03-28;Sportsbet Adelaide Racing Carnival April 25-May 9 Handicap (Heat 4 of Festival State Sprint Series)
HIGH ON SUGAR;6;100;17.27;0:08.97;300;18.79;0:11.04;500;18.84;0:10.84;700;18.76;0:11.00;900;18.24;0:11.14;1100;18.04;0:11.76
ANGEL TORQUE;3;100;16.11;0:09.09;300;19.14;0:11.33;500;18.74;0:10.93;700;18.75;0:11.03;900;18.97;0:10.83;1100;18.18;0:11.68
ALAA PLENTY;7;100;16.44;0:08.68;300;18.64;0:11.21;500;18.69;0:10.77;700;18.49;0:10.99;900;18.32;0:11.19;1100;17.52;0:12.07
DECLARED;2;100;16.87;0:09.14;300;19.55;0:11.08;500;18.82;0:10.73;700;18.73;0:10.84;900;18.48;0:11.02;1100;17.68;0:12.11
COOL MAGNUM;8;100;16.77;0:08.80;300;18.64;0:11.14;500;18.96;0:10.79;700;18.66;0:11.06;900;18.07;0:11.25;1100;17.72;0:11.90
BLANC VISAGE;10;100;17.35;0:09.16;300;18.60;0:11.07;500;18.91;0:10.87;700;18.95;0:10.93;900;18.66;0:11.01;1100;17.77;0:11.97
ZANTHRON;4;100;18.02;0:08.75;300;19.84;0:10.77;500;18.85;0:10.70;700;18.49;0:11.01;900;17.91;0:11.36;1100;17.10;0:12.45
CLARENCE;5;100;16.55;0:09.26;300;18.32;0:11.28;500;18.81;0:10.74;700;18.67;0:10.75;900;18.63;0:10.89;1100;17.86;0:12.19
WALLY WEST;12;100;17.63;0:08.81;300;18.44;0:11.28;500;18.68;0:10.83;700;18.46;0:10.96;900;18.25;0:11.12;1100;17.71;0:12.14
WALK LIKE AN ANGEL;11;100;16.20;0:08.89;300;18.18;0:11.34;500;18.73;0:11.02;700;19.01;0:11.02;900;18.80;0:11.00;1100;17.44;0:11.96
ENUFF SEDUCTION;1;100;17.00;0:08.64;300;18.75;0:11.05;500;18.76;0:10.95;700;18.88;0:10.99;900;18.31;0:11.26;1100;17.23;0:12.44
Billie Bronx;9;200;0;00:00.0;400;0;00:00.0;600;0;00:00.0;800;0;00:00.0;1000;0;00:00.0;1200;0;00:00.0
