2026-07-14 00:00:00;Sportsbet-Ballarat Synthetic-Professional-2026-07-14;Sportsbet Blackbook BM62 Handicap
WHITSON;12;200;18.83;0:13.95;400;19.76;0:10.53;600;19.43;0:10.88;800;18.94;0:11.09;1000;17.1;0:12.33
BONFIRE JIMMY;6;200;19.09;0:13.34;400;19.19;0:10.67;600;18.49;0:11.21;800;18.12;0:11.36;1000;17.36;0:12.30
MARGIN CALL;3;200;19.39;0:13.43;400;19.65;0:10.60;600;18.94;0:11.13;800;18.44;0:11.15;1000;17.17;0:12.58
BOLD PRINT;4;200;19.67;0:13.08;400;19.66;0:10.67;600;18.61;0:11.15;800;18.02;0:11.51;1000;17.04;0:12.58
FAST 'N' INZAINE;11;200;19.19;0:13.48;400;19.1;0:10.75;600;18.76;0:11.15;800;18.13;0:11.39;1000;16.94;0:12.30
CUMBOOGLE;1;200;19.49;0:13.17;400;20.07;0:10.62;600;18.63;0:11.14;800;17.98;0:11.36;1000;16.61;0:12.88
BRAVE CAROL;9;200;18.3;0:13.67;400;19.11;0:10.78;600;18.81;0:11.02;800;18.61;0:11.19;1000;17.09;0:12.57
COSMIC GRACE;10;200;19.1;0:13.47;400;19.61;0:10.74;600;19.14;0:11.26;800;18.49;0:11.22;1000;17.21;0:12.63
MAFEE;2;200;19.83;0:13.00;400;19.78;0:10.75;600;18.2;0:11.27;800;17.93;0:11.51;1000;16.79;0:13.52
WHITE BEAR;5;200;19.55;0:13.11;400;19.29;0:10.89;600;18.08;0:11.46;800;17.89;0:11.79;1000;15.96;0:14.18
MAGIC FIELD;7;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00
WHERE'S POPPY;8;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00
