2026-07-15 00:00:00;Sportsbet Sandown Hillside-Professional-2026-07-15;Sportsbet Jockey Watch Handicap                                            
AMERICAN EAGLE;4;200;16.89;0:14.64;400;17.01;0:11.94;600;16.82;0:12.17;800;18.23;0:11.48;1000;18.21;0:11.18;1200;17.7;0:12.25
JUDAS TREE;3;200;17.52;0:14.30;400;17.54;0:11.64;600;16.66;0:12.19;800;17.84;0:11.65;1000;17.73;0:11.52;1200;16.79;0:12.47
COMMIT;1;200;17.0;0:14.69;400;17.0;0:12.12;600;16.75;0:12.19;800;18.32;0:11.56;1000;18.57;0:11.11;1200;17.63;0:12.18
CROWN OF FIRE;11;200;17.1;0:14.77;400;17.2;0:11.84;600;16.86;0:12.24;800;18.01;0:11.65;1000;18.11;0:11.16;1200;17.47;0:12.40
CIVIC SQUARE;6;200;17.29;0:14.37;400;17.38;0:11.85;600;16.7;0:12.30;800;17.75;0:11.71;1000;17.78;0:11.42;1200;16.89;0:12.46
PERFECTLY FINE;10;200;17.52;0:14.34;400;17.67;0:11.70;600;16.93;0:12.21;800;18.07;0:11.71;1000;17.72;0:11.58;1200;16.64;0:12.82
ANASTASIA'S FLAME;12;200;17.2;0:14.44;400;17.25;0:11.80;600;16.82;0:12.32;800;17.8;0:11.67;1000;17.76;0:11.53;1200;16.66;0:12.79
CORRETTO;7;200;16.63;0:14.88;400;16.76;0:12.12;600;17.09;0:12.08;800;17.52;0:11.83;1000;17.15;0:11.92;1200;16.47;0:12.91
INVICTO;2;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
AVENGERS;5;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
WHIMSY SMILE;8;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
MAREENYA;9;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
EXPLOIT;13;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
