20/06/2026 12:00:00 AM;Flemington-Professional-2026-06-20;Brian Beattie Handicap;00:01:09.014;FLEM_1200m_Track
De Bergerac;6;100;16.97;00:00:08.920;300;18.16;00:00:11.240;500;18.26;00:00:11.130;700;18.48;00:00:11.080;900;18.61;00:00:10.990;1100;17.55;00:00:12.080
Recommendation;3;100;16.65;00:00:08.500;300;18.16;00:00:11.330;500;18.64;00:00:11.110;700;18.25;00:00:11.210;900;18.3;00:00:11.180;1100;17.52;00:00:12.190
Winnasedge;13;100;17.28;00:00:08.310;300;18.25;00:00:11.190;500;18.17;00:00:11.240;700;18.27;00:00:11.140;900;18.29;00:00:11.290;1100;17.2;00:00:12.530
Losesomewinmore;4;100;16.7;00:00:08.730;300;18.39;00:00:11.200;500;18.1;00:00:11.270;700;18.5;00:00:11.170;900;19.05;00:00:11.030;1100;16.83;00:00:12.330
Royal Insignia;12;100;16.62;00:00:08.940;300;18.36;00:00:11.250;500;18.33;00:00:11.180;700;18.85;00:00:11.100;900;18.76;00:00:11.090;1100;17.5;00:00:12.180
Samangu;7;100;16.15;00:00:08.830;300;17.75;00:00:11.520;500;18.37;00:00:11.320;700;18.58;00:00:11.090;900;18.47;00:00:11.110;1100;17.68;00:00:11.940
Pisanello;9;100;16.62;00:00:08.650;300;18.13;00:00:11.280;500;18.4;00:00:11.060;700;18.57;00:00:11.090;900;18.47;00:00:11.150;1100;17.04;00:00:12.600
Moby Dick;14;100;16.54;00:00:08.930;300;18.38;00:00:11.090;500;18.72;00:00:11.060;700;18.3;00:00:10.990;900;18.21;00:00:11.380;1100;16.81;00:00:12.460
New York Lustre;2;100;16.88;00:00:08.460;300;18.44;00:00:11.190;500;18.46;00:00:11.100;700;18.3;00:00:11.150;900;18.28;00:00:11.370;1100;16.97;00:00:12.650
Dragonstone;1;100;17.62;00:00:08.360;300;18.58;00:00:10.940;500;18.39;00:00:11.220;700;18.34;00:00:11.220;900;18.14;00:00:11.540;1100;16.82;00:00:12.660
Contemporary;11;100;17.03;00:00:08.520;300;18.23;00:00:11.160;500;18.37;00:00:11.120;700;18.18;00:00:11.130;900;17.78;00:00:11.800;1100;16.4;00:00:12.980
Taunting;5;100;17.61;00:00:08.350;300;18.66;00:00:10.840;500;18.15;00:00:11.200;700;17.74;00:00:11.410;900;17.53;00:00:11.990;1100;15.44;00:00:14.860
Gin A Tonic;10;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Bustling;8;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
