6/13/2026 12:00:00 AM;Sportsbet Sandown Hillside-Professional-2026-06-13;Thoroughbred Club of Australia Handicap;00:01:14.021;SANH_1800m_TRACK
Afterberna;9;200;17.7;00:00:14.250;400;17.65;00:00:11.700;600;17.95;00:00:11.370;800;18.87;00:00:11.100;1000;18.67;00:00:11.160;1200;17.44;00:00:11.840
Race For Rule;8;200;17.59;00:00:14.170;400;18;00:00:11.510;600;17.89;00:00:11.240;800;18.36;00:00:11.270;1000;18.12;00:00:11.210;1200;17.4;00:00:12.050
Amping Lass;6;200;17.44;00:00:14.170;400;17.79;00:00:11.730;600;18.61;00:00:11.080;800;18.54;00:00:11.220;1000;18.4;00:00:11.130;1200;17.22;00:00:12.240
Tennessee Song;5;200;17.22;00:00:14.300;400;17.73;00:00:11.820;600;18.04;00:00:11.250;800;18.92;00:00:11.080;1000;18.6;00:00:11.000;1200;17.77;00:00:12.300
Lucky Single;12;200;17.27;00:00:14.560;400;17.74;00:00:11.700;600;18.28;00:00:11.300;800;18.57;00:00:11.050;1000;18.43;00:00:11.150;1200;17.6;00:00:12.080
Brilliant Horizon;2;200;17.95;00:00:14.050;400;18.41;00:00:11.330;600;18.16;00:00:11.390;800;18.19;00:00:11.240;1000;18;00:00:11.500;1200;16.79;00:00:12.680
Gisella;13;200;17.47;00:00:14.260;400;17.69;00:00:11.680;600;18.02;00:00:11.390;800;18.54;00:00:11.220;1000;18.38;00:00:11.190;1200;17.09;00:00:12.510
Loveyamore;7;200;17.28;00:00:14.480;400;17.56;00:00:11.790;600;18.19;00:00:11.270;800;18.43;00:00:11.110;1000;18.37;00:00:11.270;1200;17.24;00:00:12.400
Cresta Crystal;10;200;16.86;00:00:14.680;400;17.8;00:00:11.810;600;18.2;00:00:11.220;800;18.52;00:00:10.990;1000;18.25;00:00:11.290;1200;16.66;00:00:12.610
Davida;1;200;17.52;00:00:14.110;400;18.1;00:00:11.580;600;18.12;00:00:11.170;800;18.01;00:00:11.310;1000;17.65;00:00:11.670;1200;16.47;00:00:13.250
Freshen;4;200;16.92;00:00:14.730;400;17.8;00:00:11.770;600;18.56;00:00:11.260;800;18.59;00:00:11.180;1000;18.15;00:00:11.490;1200;16.39;00:00:13.290
Hey Kleine Maus;11;200;17.06;00:00:14.540;400;17.68;00:00:11.830;600;18.26;00:00:11.390;800;18.35;00:00:11.310;1000;18.02;00:00:11.460;1200;16.35;00:00:13.370
Sky Watcher;3;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Tillya Tepe;14;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
