6/13/2026 12:00:00 AM;Sportsbet Sandown Hillside-Professional-2026-06-13;Tobin Brothers Celebrating Lives Handicap;00:00:59.759;SANH_1000m_TRACK
Bazaball Rewarded;10;200;18.81;00:00:13.530;400;19.33;00:00:10.500;600;19.82;00:00:10.430;800;19.5;00:00:10.520;1000;18.19;00:00:11.680
Beast Mode;1;200;19.32;00:00:13.180;400;19.85;00:00:10.310;600;19.61;00:00:10.520;800;18.83;00:00:10.830;1000;17.7;00:00:12.140
Nimbustwothousand;8;200;18.61;00:00:13.650;400;19.36;00:00:10.560;600;19.36;00:00:10.640;800;19.24;00:00:10.610;1000;18.19;00:00:11.700
Zouper Fund;9;200;18.46;00:00:13.760;400;19.43;00:00:10.620;600;19.58;00:00:10.680;800;19.59;00:00:10.470;1000;18.09;00:00:11.660
Landmark;14;200;18.92;00:00:13.900;400;19.54;00:00:10.480;600;19.26;00:00:10.710;800;19.43;00:00:10.570;1000;18.11;00:00:11.780
Piastri;11;200;18.22;00:00:13.880;400;19.29;00:00:10.660;600;19.3;00:00:10.840;800;19.35;00:00:10.550;1000;18.44;00:00:11.620
Cicala;15;200;18.68;00:00:13.670;400;19.36;00:00:10.570;600;19.59;00:00:10.670;800;19.5;00:00:10.750;1000;17.64;00:00:11.950
Hi Dubai;6;200;18.84;00:00:13.480;400;19.48;00:00:10.520;600;19.29;00:00:10.760;800;18.89;00:00:10.940;1000;17.36;00:00:12.210
Dreamzel;12;200;18.65;00:00:13.510;400;19.44;00:00:10.510;600;19.28;00:00:10.740;800;19.17;00:00:10.870;1000;17.46;00:00:12.310
Unflinching;2;200;19.16;00:00:13.330;400;19.54;00:00:10.480;600;19.27;00:00:10.700;800;18.73;00:00:11.030;1000;17.01;00:00:12.800
Tristate;5;200;18.51;00:00:13.640;400;19.18;00:00:10.530;600;19.15;00:00:10.670;800;18.53;00:00:11.210;1000;16.71;00:00:12.970
Colourful Emperor;4;200;18.97;00:00:13.310;400;19.39;00:00:10.520;600;19.1;00:00:10.700;800;18.74;00:00:11.150;1000;17.23;00:00:13.570
Along The River;7;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Harry Got Styles;13;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Actuality;16;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
Gin A Tonic;3;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000
