20/06/2026 12:00:00 AM;Flemington-Professional-2026-06-20;TAB We're On;00:01:30.066;FLEM_1400m_Track
Fontein Jewel;1;220;18.66;00:00:15.100;420;18.6;00:00:11.210;620;17.66;00:00:11.660;820;17.52;00:00:11.820;1020;18.08;00:00:11.380;1220;17.68;00:00:11.850;1420;15.97;00:00:13.240
Insolence;13;220;18.1;00:00:15.200;420;17.98;00:00:11.350;620;17.84;00:00:11.700;820;17.31;00:00:11.820;1020;18.06;00:00:11.390;1220;17.67;00:00:11.870;1420;16.08;00:00:13.050
Star Of Macedon;4;220;18.65;00:00:15.800;420;18.57;00:00:11.030;620;17.8;00:00:11.610;820;17.45;00:00:11.710;1020;17.74;00:00:11.480;1220;17.3;00:00:11.960;1420;15.95;00:00:12.820
Ko Phangan;7;220;18.41;00:00:14.850;420;18.03;00:00:11.370;620;17.58;00:00:11.660;820;17.63;00:00:11.730;1020;18.09;00:00:11.440;1220;17.7;00:00:11.980;1420;16.1;00:00:13.420
Helvecchio;6;220;18.11;00:00:15.340;420;17.68;00:00:11.420;620;17.84;00:00:11.740;820;17.55;00:00:11.770;1020;17.56;00:00:11.610;1220;17.21;00:00:11.950;1420;16.24;00:00:12.640
Satono's Shout;9;220;18.33;00:00:15.010;420;18.01;00:00:11.450;620;17.54;00:00:11.810;820;17.88;00:00:11.800;1020;17.89;00:00:11.420;1220;17.45;00:00:11.930;1420;16.11;00:00:13.150
Gallantry;12;220;18.73;00:00:14.800;420;18.52;00:00:11.260;620;17.53;00:00:11.660;820;17.63;00:00:11.770;1020;17.72;00:00:11.660;1220;17.12;00:00:12.300;1420;15.5;00:00:13.570
Shinsiena;15;220;18.61;00:00:15.170;420;18.09;00:00:11.320;620;17.55;00:00:11.640;820;17.34;00:00:11.820;1020;17.92;00:00:11.430;1220;17.32;00:00:12.160;1420;15.21;00:00:13.730
Portarlington;2;220;18.52;00:00:14.980;420;17.89;00:00:11.250;620;17.72;00:00:11.650;820;17.66;00:00:11.720;1020;17.7;00:00:11.600;1220;16.73;00:00:12.460;1420;15.19;00:00:13.650
Youmzain Express;10;220;18.1;00:00:15.500;420;18.12;00:00:11.520;620;17.38;00:00:11.730;820;17.23;00:00:11.990;1020;17.48;00:00:11.690;1220;16.98;00:00:12.110;1420;16.09;00:00:13.130
Baccano;5;220;18.24;00:00:15.620;420;18.24;00:00:11.250;620;17.65;00:00:11.730;820;17.56;00:00:11.760;1020;17.69;00:00:11.580;1220;16.95;00:00:12.300;1420;15.22;00:00:13.450
Make 'Em All;8;220;18.05;00:00:15.620;420;18.1;00:00:11.460;620;17.64;00:00:11.700;820;17.69;00:00:11.830;1020;17.49;00:00:11.700;1220;16.9;00:00:12.290;1420;15.69;00:00:13.410
Running Rich;3;220;19.06;00:00:15.000;420;18.59;00:00:10.840;620;17.26;00:00:11.700;820;17.55;00:00:11.740;1020;17.54;00:00:11.640;1220;16.72;00:00:12.750;1420;14.52;00:00:14.680
South Yarra Miss;14;220;18.2;00:00:15.500;420;18.04;00:00:11.330;620;17.81;00:00:11.660;820;17.37;00:00:11.830;1020;17.73;00:00:11.650;1220;16.7;00:00:12.680;1420;14.76;00:00:15.060
Frankel's Word;16;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000
Tears Of Happiness;17;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000
From Yesterday;11;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000
