30/05/2026 12:00:00 AM;Caulfield-Professional-2026-05-30;Coolmore & Ireland Funds Australia Handicap;00:01:07.969;CAUL_1200m_TRACK
Choir Point;11;100;16.53;00:00:08.630;300;19.87;00:00:10.530;500;19.7;00:00:10.440;700;18.57;00:00:11.730;900;17.92;00:00:11.690;1100;16.95;00:00:12.730
High On The Hill;6;100;17.82;00:00:08.270;300;19.38;00:00:10.650;500;19.51;00:00:10.680;700;18.45;00:00:11.840;900;17.45;00:00:11.980;1100;16.92;00:00:12.420
Cabriole;8;100;17.81;00:00:08.120;300;19.42;00:00:10.510;500;19.16;00:00:10.690;700;18.23;00:00:11.940;900;17.52;00:00:12.000;1100;16.25;00:00:12.790
Dragon Scroll;12;100;17.75;00:00:08.080;300;19.17;00:00:10.580;500;19.18;00:00:10.730;700;18.23;00:00:11.900;900;17.53;00:00:11.980;1100;16.37;00:00:12.910
Wintery;10;100;17.69;00:00:08.010;300;19.41;00:00:10.720;500;19.27;00:00:10.900;700;17.84;00:00:11.780;900;17.62;00:00:11.900;1100;16.54;00:00:12.910
Tres Magnifique;4;100;17.32;00:00:08.350;300;19.59;00:00:10.670;500;19.3;00:00:10.580;700;18.41;00:00:11.840;900;17.51;00:00:11.990;1100;16.97;00:00:12.840
Cannyworth;5;100;17.77;00:00:08.200;300;18.81;00:00:10.740;500;18.79;00:00:10.790;700;18.24;00:00:11.550;900;17.22;00:00:12.070;1100;16.05;00:00:13.320
Purple Streak;9;100;18.47;00:00:08.220;300;19.28;00:00:10.500;500;18.84;00:00:10.750;700;18.33;00:00:11.810;900;17.29;00:00:12.120;1100;16.26;00:00:13.310
Bred 'Em All;7;100;17.57;00:00:08.080;300;18.81;00:00:10.800;500;18.9;00:00:10.830;700;18.18;00:00:11.700;900;17.3;00:00:12.210;1100;16.13;00:00:13.280
La Astro Chat;1;100;18.06;00:00:08.180;300;19.48;00:00:10.440;500;19.22;00:00:10.770;700;18.46;00:00:12.130;900;16.82;00:00:12.570;1100;15.52;00:00:14.580
Prince Tycoon;2;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Rosberg;3;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
Nightime Star;13;100;0;00:00:00.000;300;0;00:00:00.000;500;0;00:00:00.000;700;0;00:00:00.000;900;0;00:00:00.000;1100;0;00:00:00.000
