2026-07-29 00:00:00;Sportsbet Sandown Hillside-Professional-2026-07-29;Sportsbet BlackBook Handicap
MISS LOLA;10;200;16.88;0:14.73;400;17.53;0:11.60;600;17.31;0:11.82;800;18.26;0:11.62;1000;18.4;0:11.42;1200;16.43;0:13.11
ELECTRIC ELVIS;4;200;17.77;0:14.03;400;17.87;0:11.41;600;17.23;0:11.91;800;17.34;0:11.91;1000;17.27;0:11.87;1200;16.14;0:13.42
STAR TRIP;5;200;17.28;0:14.10;400;17.42;0:11.66;600;17.17;0:11.94;800;17.75;0:11.74;1000;18.06;0:11.57;1200;16.35;0:13.59
ZETHUS;3;200;16.95;0:14.45;400;17.35;0:11.89;600;17.02;0:12.03;800;17.42;0:11.85;1000;17.48;0:11.91;1200;16.04;0:13.51
ARTISTIC GENIUS;11;200;17.72;0:14.10;400;18.01;0:11.56;600;17.54;0:11.93;800;17.8;0:11.74;1000;17.52;0:12.24;1200;15.33;0:14.08
INTIMEOFNEED;12;200;16.67;0:14.71;400;17.39;0:11.76;600;17.16;0:11.89;800;17.57;0:11.75;1000;17.36;0:12.01;1200;15.92;0:13.53
REGAL MIGHT;2;200;17.58;0:14.19;400;17.62;0:11.69;600;17.12;0:11.89;800;17.85;0:11.82;1000;17.89;0:12.18;1200;15.52;0:13.88
UTOPIC WARRIOR;7;200;17.3;0:14.40;400;17.3;0:11.80;600;16.96;0:11.91;800;17.18;0:11.99;1000;17.29;0:12.03;1200;15.83;0:13.61
SATIN DIVA;6;200;17.26;0:14.42;400;17.82;0:11.75;600;16.76;0:12.22;800;17.31;0:11.97;1000;17.46;0:12.01;1200;15.63;0:14.57
PRIMAL SPIRIT;1;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
VALEDICTORIAN;8;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
MAGNARDO;9;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
