20/06/2026 12:00:00 AM;Flemington-Professional-2026-06-20;The David Bourke;00:01:40.683;FLEM_1600m_Track
Seafall;12;220;17.51;00:00:15.380;420;17.57;00:00:11.760;620;16.9;00:00:12.200;820;16.99;00:00:12.060;1020;17.48;00:00:11.810;1220;17.9;00:00:11.460;1420;17.93;00:00:11.540;1620;16.38;00:00:12.480
Al Duca;5;220;17.97;00:00:15.120;420;18.05;00:00:11.490;620;16.95;00:00:12.090;820;16.82;00:00:12.080;1020;17.1;00:00:11.930;1220;17.69;00:00:11.520;1420;17.59;00:00:11.720;1620;16.53;00:00:12.750
Highlights;10;220;17.84;00:00:15.190;420;18.03;00:00:11.690;620;17.11;00:00:12.180;820;16.97;00:00:12.160;1020;17.46;00:00:11.810;1220;17.81;00:00:11.440;1420;17.8;00:00:11.570;1620;16.71;00:00:12.680
Saint George;3;220;16.94;00:00:16.120;420;17.29;00:00:11.830;620;17.31;00:00:11.960;820;17.18;00:00:11.960;1020;17.29;00:00:11.730;1220;18.06;00:00:11.460;1420;18.07;00:00:11.460;1620;16.71;00:00:12.640
Jimmy The Bear;2;220;17.38;00:00:15.620;420;17.29;00:00:11.800;620;17.12;00:00:12.160;820;16.96;00:00:12.030;1020;17.27;00:00:11.800;1220;17.94;00:00:11.510;1420;17.41;00:00:11.650;1620;16.77;00:00:12.600
Freedom Rally;8;220;17.23;00:00:15.520;420;17.31;00:00:11.770;620;17.28;00:00:12.080;820;16.92;00:00:12.060;1020;17.3;00:00:11.760;1220;17.61;00:00:11.600;1420;17.44;00:00:11.760;1620;16.47;00:00:12.750
Beach Pad;15;220;16.66;00:00:16.280;420;17.35;00:00:11.960;620;17.25;00:00:12.030;820;17.51;00:00:12.100;1020;17.86;00:00:11.620;1220;18.2;00:00:11.290;1420;17.87;00:00:11.710;1620;16.76;00:00:12.570
Buckets Ridge;6;220;16.99;00:00:16.000;420;17.46;00:00:11.720;620;17.34;00:00:12.050;820;16.99;00:00:12.040;1020;17.5;00:00:11.810;1220;17.79;00:00:11.420;1420;17.88;00:00:11.780;1620;16.06;00:00:12.870
Rumbled Again;11;220;17.77;00:00:15.720;420;17.87;00:00:11.690;620;17.4;00:00:12.160;820;17.1;00:00:12.020;1020;17.39;00:00:11.810;1220;17.71;00:00:11.490;1420;17.7;00:00:11.610;1620;16.74;00:00:13.270
Punch Lane;4;220;17.9;00:00:15.070;420;17.93;00:00:11.360;620;17.08;00:00:12.020;820;16.64;00:00:12.170;1020;16.97;00:00:11.970;1220;17.28;00:00:11.820;1420;17.18;00:00:12.170;1620;15.58;00:00:13.430
Detonator Jack;7;220;16.58;00:00:16.150;420;17.39;00:00:11.980;620;17.36;00:00:12.060;820;17.24;00:00:12.030;1020;17.43;00:00:11.740;1220;18.23;00:00:11.380;1420;17.75;00:00:11.830;1620;15.98;00:00:13.000
Just Folk;1;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000;1620;0;00:00:00.000
Farhh Flung;14;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000;1620;0;00:00:00.000
St Lawrence;9;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000;1620;0;00:00:00.000
See That Storm;13;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000;1620;0;00:00:00.000
