24/06/2026 12:00:00 AM;Sportsbet-Ballarat Synthetic-Professional-2026-06-24;Manhari Maiden Plate;00:01:39.247;BALL_1500m_POLY
Inarticulate;5;100;16.15;00:00:08.840;300;17.14;00:00:11.870;500;16.64;00:00:12.600;700;16.1;00:00:12.770;900;16.03;00:00:12.700;1100;17.29;00:00:12.200;1300;17.36;00:00:11.770;1500;16.89;00:00:12.310
Spot The Grey;7;100;16.09;00:00:08.960;300;17.04;00:00:12.030;500;16.95;00:00:12.620;700;16.24;00:00:12.790;900;16.44;00:00:12.600;1100;17.28;00:00:12.180;1300;17.43;00:00:11.710;1500;17.1;00:00:12.170
Dempsey;4;100;16.33;00:00:08.610;300;17.16;00:00:11.800;500;16.8;00:00:12.110;700;16.24;00:00:12.780;900;16.43;00:00:12.520;1100;16.8;00:00:12.210;1300;16.6;00:00:12.210;1500;16.42;00:00:12.860
Just Curious;10;100;15.15;00:00:09.290;300;17.17;00:00:12.120;500;16.85;00:00:12.580;700;16.3;00:00:12.820;900;16.52;00:00:12.580;1100;17.65;00:00:12.130;1300;17.65;00:00:11.620;1500;17.09;00:00:12.010
All The Moves;1;100;16.78;00:00:08.630;300;17.57;00:00:11.660;500;16.68;00:00:12.430;700;15.92;00:00:12.830;900;15.99;00:00:12.780;1100;16.78;00:00:12.250;1300;16.78;00:00:12.100;1500;16.37;00:00:12.680
Black Hex;2;100;15.96;00:00:08.770;300;17.53;00:00:11.880;500;16.5;00:00:12.610;700;16.1;00:00:12.860;900;16.41;00:00:12.590;1100;17.11;00:00:12.110;1300;17.22;00:00:11.930;1500;16.4;00:00:12.670
Merry Jack;6;100;15.74;00:00:08.500;300;17.12;00:00:12.040;500;16.98;00:00:12.420;700;15.88;00:00:12.720;900;16.04;00:00:12.690;1100;16.67;00:00:12.280;1300;16.6;00:00:12.230;1500;16.18;00:00:13.300
Elegant Force;9;100;15.54;00:00:08.980;300;17.2;00:00:12.130;500;17.22;00:00:12.490;700;16.41;00:00:12.790;900;16.45;00:00:12.770;1100;16.82;00:00:12.180;1300;16.8;00:00:12.090;1500;16.34;00:00:12.930
Bon Aurelia;8;100;16.44;00:00:08.460;300;17.26;00:00:11.820;500;16.75;00:00:12.340;700;15.9;00:00:12.760;900;16.21;00:00:12.730;1100;16.85;00:00:12.290;1300;16.48;00:00:12.410;1500;15.54;00:00:13.660
Tubbs Legacy;11;100;16.41;00:00:08.750;300;17.38;00:00:11.830;500;16.62;00:00:12.360;700;15.95;00:00:12.900;900;15.94;00:00:12.720;1100;16.87;00:00:12.250;1300;16.47;00:00:12.450;1500;15.52;00:00:13.710
Brother Quickie;3;100;15.56;00:00:09.010;300;16.93;00:00:12.240;500;16.81;00:00:12.740;700;16.21;00:00:12.880;900;16.54;00:00:12.560;1100;16.76;00:00:12.360;1300;16.68;00:00:12.390;1500;15.14;00:00:14.830
