2026-06-27 00:00:00;Morphettville Parks-Professional-2026-06-27;Sportsbet Blackbook Handicap
SNOOPY NOW;2;168;16.28;0:12.76;368;16.31;0:12.34;568;15.99;0:12.98;768;16.62;0:12.48;968;16.67;0:12.16;1168;17.19;0:11.97;1368;17.45;0:11.84;1568;16.61;0:12.60
WILLYBEAFACTOR;8;168;16.21;0:12.73;368;16.07;0:12.59;568;15.79;0:13.03;768;16.93;0:12.52;968;17.0;0:12.12;1168;16.91;0:12.00;1368;17.01;0:11.95;1568;16.91;0:12.33
MYSTIC WONDER;5;168;16.51;0:12.86;368;16.47;0:12.41;568;16.06;0:12.98;768;16.66;0:12.47;968;16.75;0:12.09;1168;16.92;0:12.04;1368;17.19;0:11.95;1568;16.57;0:12.47
PLACO;7;168;16.29;0:12.88;368;16.11;0:12.55;568;15.88;0:12.97;768;16.8;0:12.07;968;16.57;0:12.19;1168;16.83;0:12.06;1368;16.92;0:12.08;1568;16.2;0:12.58
PHINEAS;11;168;16.1;0:13.16;368;16.07;0:12.53;568;16.04;0:12.97;768;16.91;0:12.22;968;16.97;0:12.15;1168;17.2;0:11.97;1368;17.06;0:11.98;1568;16.44;0:12.40
FARHH FLUNG;1;168;16.14;0:13.18;368;15.9;0:12.70;568;15.82;0:12.98;768;17.03;0:12.48;968;17.25;0:12.04;1168;17.09;0:12.02;1368;17.13;0:11.86;1568;16.85;0:12.33
STARLITE VALLEY;10;168;16.08;0:13.00;368;16.07;0:12.56;568;15.87;0:13.01;768;16.67;0:12.66;968;17.11;0:12.04;1168;17.08;0:11.93;1368;17.04;0:12.08;1568;16.5;0:12.57
FALAISE;9;168;16.14;0:13.49;368;16.13;0:12.66;568;15.8;0:12.94;768;16.78;0:12.53;968;17.11;0:11.94;1168;17.54;0:11.76;1368;17.43;0:11.92;1568;16.61;0:12.65
CRIMSON VINE;4;168;16.11;0:13.53;368;16.11;0:12.54;568;15.94;0:12.88;768;16.93;0:12.44;968;17.41;0:11.94;1168;17.04;0:12.01;1368;16.83;0:12.06;1568;16.51;0:12.68
SURPRISE COMING;6;168;16.09;0:13.26;368;16.64;0:12.44;568;16.04;0:12.77;768;16.9;0:12.36;968;16.96;0:12.03;1168;16.9;0:12.21;1368;16.69;0:12.42;1568;15.98;0:12.75
MARACOURT;3;168;0;0:00.00;368;0;0:00.00;568;0;0:00.00;768;0;0:00.00;968;0;0:00.00;1168;0;0:00.00;1368;0;0:00.00;1568;0;0:00.00
