7/03/2026 12:00:00 AM;Flemington-Professional-2026-03-07;Yulong Newmarket Handicap;00:01:10.476;FLEM_1200m_Track
Caballus;6;200;18.17;00:00:14.030;400;18.58;00:00:10.920;600;18.92;00:00:10.800;800;19.12;00:00:10.680;1000;19.14;00:00:10.750;1200;17.84;00:00:11.790
Gallant Son;10;200;18.28;00:00:14.290;400;18.65;00:00:10.900;600;18.75;00:00:10.810;800;19.35;00:00:10.610;1000;19.7;00:00:10.570;1200;18.28;00:00:11.820
Angel Capital;4;200;17.99;00:00:14.280;400;18.93;00:00:10.860;600;18.52;00:00:10.950;800;18.96;00:00:10.740;1000;19.68;00:00:10.640;1200;18.12;00:00:11.660
Sepals;5;200;18.08;00:00:14.310;400;18.97;00:00:10.800;600;18.54;00:00:10.880;800;18.95;00:00:10.670;1000;18.95;00:00:10.760;1200;17.9;00:00:11.720
Tentyris;2;200;18.29;00:00:14.640;400;19.1;00:00:10.910;600;18.49;00:00:11.030;800;19.27;00:00:10.520;1000;19.23;00:00:10.600;1200;18.39;00:00:11.510
Benedetta;7;200;18.14;00:00:14.550;400;18.92;00:00:10.810;600;18.82;00:00:10.980;800;19.45;00:00:10.600;1000;19.52;00:00:10.650;1200;18.12;00:00:11.690
Geegees Mistruth;11;200;18.1;00:00:14.520;400;18.58;00:00:10.890;600;18.65;00:00:10.940;800;18.93;00:00:10.610;1000;18.88;00:00:10.820;1200;18.72;00:00:11.630
Pallaton;15;200;18.11;00:00:14.450;400;18.61;00:00:10.910;600;18.68;00:00:10.900;800;19.18;00:00:10.640;1000;19.41;00:00:10.740;1200;17.85;00:00:11.780
De Bergerac;8;200;17.75;00:00:14.800;400;18.57;00:00:10.990;600;18.76;00:00:10.860;800;19.28;00:00:10.540;1000;19.01;00:00:10.800;1200;18.18;00:00:11.570
My Gladiola;13;200;18.7;00:00:14.310;400;18.61;00:00:10.940;600;18.9;00:00:11.000;800;19.6;00:00:10.580;1000;19.1;00:00:11.100;1200;17.89;00:00:11.680
War Machine;3;200;18.08;00:00:14.470;400;18.87;00:00:10.770;600;18.6;00:00:10.920;800;19.04;00:00:10.620;1000;19.15;00:00:11.010;1200;17.63;00:00:11.820
Wodeton;14;200;18;00:00:14.730;400;19.01;00:00:10.800;600;18.72;00:00:10.960;800;19.1;00:00:10.670;1000;18.82;00:00:11.010;1200;18.3;00:00:11.440
Disneck;9;200;17.67;00:00:14.920;400;18.57;00:00:11.000;600;18.64;00:00:10.950;800;19.26;00:00:10.450;1000;19.35;00:00:10.740;1200;17.85;00:00:11.580
Sghirripa;12;200;18.34;00:00:14.170;400;18.67;00:00:10.900;600;18.57;00:00:10.840;800;18.99;00:00:10.710;1000;18.62;00:00:11.180;1200;17.19;00:00:12.330
Baraqiel;1;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
