20/06/2026 12:00:00 AM;Flemington-Professional-2026-06-20;Country Racing Victoria Trophy;00:01:41.356;FLEM_1600m_Track
Obvious;10;220;16.93;00:00:16.190;420;17.47;00:00:11.570;620;17.14;00:00:12.030;820;17.09;00:00:12.080;1020;17.63;00:00:12.040;1220;18.02;00:00:11.270;1420;17.67;00:00:11.570;1620;16.89;00:00:12.450
Lucky Lucky Boom;13;220;17.26;00:00:16.040;420;17.83;00:00:11.450;620;17.38;00:00:12.250;820;17;00:00:12.150;1020;17.62;00:00:11.870;1220;17.7;00:00:11.500;1420;17.56;00:00:11.740;1620;16.27;00:00:12.610
Paddypie;8;220;16.86;00:00:16.270;420;17.19;00:00:11.690;620;17.02;00:00:12.040;820;16.85;00:00:12.190;1020;17.79;00:00:11.870;1220;17.81;00:00:11.430;1420;17.81;00:00:11.690;1620;16.62;00:00:12.500
Dirnaseer;4;220;16.64;00:00:16.960;420;17.48;00:00:11.660;620;17.11;00:00:11.950;820;17.02;00:00:12.130;1020;17.76;00:00:11.820;1220;18.58;00:00:11.110;1420;17.67;00:00:11.740;1620;16.37;00:00:12.620
Kaleo;2;220;16.7;00:00:16.400;420;16.62;00:00:11.940;620;17.03;00:00:12.040;820;17.05;00:00:12.080;1020;17.46;00:00:11.890;1220;18.11;00:00:11.320;1420;17.86;00:00:11.690;1620;16.43;00:00:12.680
Flying Done;3;220;17.14;00:00:16.030;420;17.38;00:00:11.390;620;17.29;00:00:12.060;820;16.65;00:00:12.310;1020;17.37;00:00:12.010;1220;17.59;00:00:11.590;1420;17.26;00:00:11.940;1620;16.22;00:00:12.820
Shoma;6;220;16.62;00:00:16.760;420;16.67;00:00:12.020;620;17.26;00:00:11.940;820;17.18;00:00:12.040;1020;17.42;00:00:11.840;1220;18.27;00:00:11.300;1420;17.6;00:00:12.020;1620;16.19;00:00:12.600
Palladium;11;220;16.58;00:00:16.550;420;17.18;00:00:11.710;620;16.94;00:00:12.010;820;17.16;00:00:12.140;1020;17.69;00:00:11.930;1220;17.75;00:00:11.550;1420;17.11;00:00:11.990;1620;16.16;00:00:12.870
Prestige Snitzel;12;220;16.89;00:00:16.200;420;17.48;00:00:11.740;620;17.04;00:00:12.080;820;17.15;00:00:12.220;1020;18.06;00:00:11.830;1220;18.09;00:00:11.330;1420;17.64;00:00:11.980;1620;15.84;00:00:13.380
Highvol;1;220;17.56;00:00:15.940;420;17.88;00:00:11.200;620;17.79;00:00:12.030;820;16.66;00:00:12.270;1020;17.47;00:00:12.030;1220;17.67;00:00:11.520;1420;17.08;00:00:12.240;1620;15.67;00:00:13.750
Maldini;5;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000;1620;0;00:00:00.000
Miss Revealing;9;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000;1620;0;00:00:00.000
Golden Horizon;7;220;0;00:00:00.000;420;0;00:00:00.000;620;0;00:00:00.000;820;0;00:00:00.000;1020;0;00:00:00.000;1220;0;00:00:00.000;1420;0;00:00:00.000;1620;0;00:00:00.000
