2026-07-14 00:00:00;Sportsbet-Ballarat Synthetic-Professional-2026-07-14;Hygain Edge BM62 Handicap
AUDIO POP CAM;2;200;17.76;0:14.05;400;18.08;0:11.36;600;18.13;0:11.56;800;17.84;0:11.58;1000;18.08;0:11.35;1200;17.59;0:11.96
MISS MAHJONG;4;200;17.77;0:14.43;400;17.89;0:11.53;600;18.07;0:11.43;800;18.07;0:11.55;1000;18.06;0:11.33;1200;17.69;0:11.91
TOMMYESS;9;200;17.96;0:14.23;400;18.1;0:11.49;600;18.03;0:11.48;800;17.82;0:11.66;1000;18.39;0:11.39;1200;17.86;0:11.94
ZOULETTE;10;200;18.1;0:13.81;400;18.1;0:11.39;600;17.84;0:11.60;800;17.65;0:11.63;1000;17.84;0:11.49;1200;16.98;0:12.34
SUPERSET;1;200;18.26;0:13.80;400;18.29;0:11.34;600;18.09;0:11.61;800;17.55;0:11.67;1000;17.56;0:11.49;1200;17.22;0:12.34
MR BUTT'S BOATS;3;200;17.68;0:14.01;400;17.84;0:11.54;600;17.88;0:11.52;800;17.45;0:11.82;1000;17.75;0:11.51;1200;17.24;0:12.06
BARK;6;200;17.85;0:13.94;400;17.72;0:11.50;600;17.82;0:11.59;800;17.54;0:11.69;1000;17.48;0:11.61;1200;16.98;0:12.12
SACRAMENTAL;5;200;17.72;0:14.67;400;18.04;0:11.32;600;17.97;0:11.48;800;17.85;0:11.65;1000;17.99;0:11.29;1200;17.42;0:12.09
QUEEN AMANJENA;13;200;17.91;0:14.47;400;17.88;0:11.50;600;17.94;0:11.48;800;17.74;0:11.74;1000;17.45;0:11.70;1200;17.04;0:12.00
HYPER BALLAD;11;200;18.1;0:14.43;400;18.07;0:11.30;600;17.77;0:11.49;800;17.34;0:11.71;1000;17.93;0:11.55;1200;16.7;0:12.66
POISONOUS;8;200;17.93;0:13.72;400;18.07;0:11.35;600;17.68;0:11.70;800;17.3;0:11.85;1000;17.39;0:11.82;1200;16.5;0:12.91
BANGALOW ROAD;12;200;18.22;0:14.27;400;18.08;0:11.46;600;18.18;0:11.41;800;17.71;0:11.88;1000;17.14;0:12.07;1200;16.27;0:13.64
MAGNARDO;7;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
SUNNI MOFEED;14;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
HUGHIE;15;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
ELPHABA;16;200;0;0:00.00;400;0;0:00.00;600;0;0:00.00;800;0;0:00.00;1000;0;0:00.00;1200;0;0:00.00
