2026-07-14 00:00:00;Sportsbet-Ballarat Synthetic-Professional-2026-07-14;Global Turf BM70 Handicap
SURREAL I AM;2;100;17.17;0:07.89;300;19.25;0:10.72;500;18.95;0:10.97;700;17.05;0:12.26;900;16.06;0:12.83;1100;17.68;0:11.84;1300;17.47;0:11.68;1500;16.99;0:12.35
BRAVE MISSION;4;100;17.59;0:08.07;300;19.34;0:10.64;500;19.28;0:10.98;700;17.23;0:12.28;900;16.21;0:12.91;1100;17.86;0:11.81;1300;17.82;0:11.63;1500;16.85;0:12.26
TOLPUDDLE;7;100;16.32;0:08.22;300;18.78;0:11.08;500;18.52;0:11.14;700;17.44;0:12.09;900;16.67;0:12.77;1100;18.0;0:11.98;1300;17.67;0:11.53;1500;17.16;0:12.01
DRAMATICUS;1;100;16.59;0:08.09;300;18.74;0:11.03;500;18.53;0:11.11;700;17.25;0:12.37;900;16.39;0:12.99;1100;18.02;0:11.98;1300;18.28;0:11.22;1500;17.05;0:12.06
LIFE SENTENCE;5;100;16.88;0:08.02;300;18.89;0:10.92;500;18.82;0:11.11;700;17.05;0:12.26;900;16.16;0:12.81;1100;17.66;0:12.01;1300;17.74;0:11.56;1500;16.98;0:12.17
KING ALLA;11;100;16.76;0:08.00;300;18.56;0:11.00;500;18.57;0:11.19;700;16.73;0:12.35;900;16.27;0:12.72;1100;17.45;0:12.16;1300;17.26;0:11.82;1500;17.07;0:12.02
SWYCHO;9;100;17.31;0:08.07;300;18.81;0:10.88;500;18.98;0:11.07;700;16.83;0:12.46;900;16.59;0:12.77;1100;17.66;0:12.07;1300;17.83;0:11.63;1500;16.9;0:12.37
SAVAMOON;6;100;17.11;0:08.06;300;18.99;0:10.80;500;18.92;0:11.09;700;16.74;0:12.40;900;16.09;0:12.68;1100;16.94;0:12.12;1300;17.11;0:11.97;1500;16.17;0:12.82
HIDE YOUR ASSETS;10;100;16.19;0:08.41;300;18.39;0:11.37;500;18.37;0:11.29;700;17.01;0:11.87;900;16.68;0:12.65;1100;16.95;0:12.36;1300;17.22;0:11.93;1500;16.89;0:12.31
ASHAU VALLEY;3;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00;1300;0;0:00.00;1500;0;0:00.00
BON'S BLING;8;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00;1300;0;0:00.00;1500;0;0:00.00
