2026-03-28 00:00:00;Morphettville-Professional-2026-03-28;Fleurieu Milk Company Handicap
SIGNATURE SCENT;4;50;15.97;0:05.89;250;18.90;0:11.08;450;18.94;0:10.76;650;18.56;0:10.93;850;18.70;0:10.96;1050;18.59;0:11.49
SHE'S MY EX;3;50;15.77;0:05.56;250;19.05;0:11.02;450;19.03;0:10.87;650;18.45;0:11.09;850;18.56;0:11.09;1050;18.02;0:11.54
WILTSHIRE SQUARE;7;50;16.36;0:06.12;250;18.72;0:11.04;450;18.70;0:10.68;650;18.42;0:10.86;850;18.35;0:11.00;1050;17.70;0:11.70
VIRTUAL ILLUSION;5;50;14.86;0:05.88;250;18.57;0:11.30;450;19.02;0:10.81;650;18.92;0:11.01;850;19.39;0:10.89;1050;18.34;0:11.64
SHOCAP;8;50;15.52;0:05.67;250;18.79;0:11.04;450;18.83;0:10.78;650;18.20;0:11.13;850;18.36;0:11.08;1050;17.49;0:11.88
COMMON INTEREST;10;50;16.05;0:06.01;250;19.14;0:11.22;450;19.21;0:10.76;650;18.78;0:11.01;850;18.56;0:11.02;1050;17.84;0:11.66
BLETHYN;2;50;15.36;0:05.90;250;18.89;0:11.24;450;19.21;0:10.71;650;18.96;0:10.98;850;18.66;0:11.01;1050;18.15;0:11.89
ALEPPO PINE;1;50;16.17;0:05.81;250;18.89;0:11.06;450;18.89;0:10.82;650;18.43;0:10.87;850;18.21;0:11.11;1050;17.57;0:12.08
LA ROUX;6;50;15.68;0:05.75;250;18.66;0:11.11;450;18.83;0:10.93;650;18.11;0:11.16;850;18.40;0:11.06;1050;17.91;0:11.78
FROTHY MACAW;9;50;14.94;0:05.99;250;19.00;0:11.10;450;19.00;0:10.86;650;18.51;0:11.03;850;18.31;0:11.20;1050;17.35;0:12.15
