2026-07-25 00:00:00;Caulfield-Professional-2026-07-25;Stow Robotics Handicap
DOUBT TIME;11;100;17.42;0:08.49;300;19.36;0:10.62;500;19.09;0:10.72;700;18.73;0:11.47;900;18.11;0:11.33;1100;17.88;0:11.58
RESOLUTELY;8;100;17.73;0:08.20;300;19.23;0:10.61;500;19.08;0:10.73;700;18.6;0:11.22;900;17.8;0:11.46;1100;17.29;0:11.99
STAKES;6;100;17.09;0:08.57;300;18.9;0:10.78;500;19.08;0:10.72;700;18.37;0:11.23;900;18.12;0:11.22;1100;17.31;0:11.95
GHANA'S AKAN;1;100;17.56;0:08.24;300;19.33;0:10.53;500;19.19;0:10.62;700;18.71;0:11.53;900;17.98;0:11.48;1100;17.18;0:12.15
BRAZEN DECHAMBEAU;5;100;17.66;0:08.20;300;19.26;0:10.64;500;19.14;0:10.67;700;18.46;0:11.41;900;17.96;0:11.45;1100;16.94;0:12.33
MILSONS POINT;2;100;17.84;0:08.33;300;19.25;0:10.60;500;19.01;0:10.77;700;18.3;0:11.47;900;17.93;0:11.50;1100;17.04;0:12.20
ORCHID SKY;9;100;17.66;0:08.46;300;19.41;0:10.56;500;19.12;0:10.64;700;18.49;0:11.27;900;17.72;0:11.63;1100;17.04;0:12.61
TORTURE;3;100;17.64;0:08.38;300;19.39;0:10.63;500;18.82;0:10.81;700;18.68;0:11.17;900;17.57;0:11.62;1100;17.07;0:13.32
BRAZEN PANDA;10;100;18.42;0:08.16;300;19.64;0:10.48;500;19.17;0:10.74;700;18.3;0:11.44;900;17.61;0:12.02;1100;15.92;0:13.39
REBEL TUESDAY;4;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00
JACARANDA;7;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00
NO CONFETTI;12;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00
