6/06/2026 12:00:00 AM;Flemington-Professional-2026-06-06;Kooza - Now on at Flemington;00:01:15.090;FLEM_1200m_Track
Moby Dick;12;200;17.63;00:00:14.850;400;18.54;00:00:11.180;600;18.51;00:00:11.080;800;18.7;00:00:10.980;1000;18.5;00:00:11.210;1200;17.14;00:00:12.340
Markdel;11;200;17.4;00:00:15.050;400;18.3;00:00:11.230;600;18.52;00:00:11.050;800;18.7;00:00:10.750;1000;18.27;00:00:11.390;1200;16.97;00:00:12.420
Great Maximus;2;200;17.54;00:00:14.700;400;18.24;00:00:11.160;600;18.29;00:00:11.270;800;18.41;00:00:10.970;1000;18.13;00:00:11.490;1200;16.59;00:00:12.720
Celsius Star;3;200;17.76;00:00:14.480;400;18.11;00:00:11.190;600;18.38;00:00:11.160;800;18.24;00:00:11.090;1000;18.05;00:00:11.650;1200;16.4;00:00:12.840
Rosa Aotearoa;13;200;17.27;00:00:14.900;400;18.13;00:00:11.220;600;18.35;00:00:11.120;800;18.47;00:00:10.980;1000;18.21;00:00:11.610;1200;16.35;00:00:12.600
Xarpo;14;200;17.08;00:00:15.320;400;18.31;00:00:11.210;600;18.36;00:00:11.000;800;18.59;00:00:10.900;1000;18.27;00:00:11.550;1200;16.39;00:00:12.760
Shaalute;15;200;17.52;00:00:15.090;400;18.03;00:00:11.370;600;18.4;00:00:11.110;800;18.73;00:00:10.850;1000;18.42;00:00:11.570;1200;16.46;00:00:12.940
Bacchanalia;7;200;17.73;00:00:14.480;400;18.19;00:00:11.170;600;18.11;00:00:11.190;800;18.08;00:00:11.190;1000;17.77;00:00:12.060;1200;15.45;00:00:13.720
Katsu;6;200;17.65;00:00:14.560;400;18.08;00:00:11.210;600;18.13;00:00:11.170;800;18.09;00:00:11.170;1000;17.43;00:00:12.190;1200;15.65;00:00:13.600
Midtown Boss;5;200;16.87;00:00:15.350;400;18.43;00:00:11.250;600;18.51;00:00:11.000;800;18.66;00:00:10.970;1000;17.85;00:00:11.830;1200;15.72;00:00:13.880
El Soleado;1;200;17.11;00:00:14.800;400;18.33;00:00:11.200;600;18.59;00:00:11.210;800;18.07;00:00:11.220;1000;17.68;00:00:12.200;1200;15.23;00:00:14.090
Royal Insignia;4;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Silver Magnate;16;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Steel Move;8;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Zouper Fund;9;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
Ka Ying Cheer;10;200;0;00:00:00.000;400;0;00:00:00.000;600;0;00:00:00.000;800;0;00:00:00.000;1000;0;00:00:00.000;1200;0;00:00:00.000
