11/07/2026 12:00:00 AM;Caulfield-Professional-2026-07-11;Sportsbet Sir John Monash Stakes;00:01:05.944;CAUL_1200m_TRACK
Winnasedge;8;100;16.85;00:00:08.320;300;18.57;00:00:11.120;500;18.47;00:00:11.120;700;18.21;00:00:11.670;900;18.54;00:00:11.260;1100;18.06;00:00:11.870
Bellatrix Star;9;100;17.25;00:00:08.680;300;18.37;00:00:11.280;500;18.3;00:00:11.150;700;18.21;00:00:11.790;900;19.13;00:00:10.950;1100;18.62;00:00:11.590
Sir Now;7;100;17.66;00:00:08.350;300;18.92;00:00:10.900;500;18.67;00:00:11.100;700;18.19;00:00:11.580;900;18.35;00:00:11.320;1100;17.63;00:00:12.210
Miraval Rose;10;100;16.92;00:00:08.370;300;17.95;00:00:11.330;500;18.44;00:00:11.130;700;17.75;00:00:11.710;900;18.8;00:00:11.160;1100;17.95;00:00:11.770
Watchme Win;6;100;16.82;00:00:08.350;300;18.49;00:00:11.100;500;18.24;00:00:11.170;700;17.86;00:00:11.660;900;18.1;00:00:11.270;1100;17.71;00:00:11.940
Recommendation;1;100;16.71;00:00:08.540;300;18.46;00:00:11.240;500;18.45;00:00:11.150;700;18.31;00:00:11.630;900;18.75;00:00:11.040;1100;17.9;00:00:11.910
Bazaball Rewarded;11;100;17.42;00:00:08.230;300;18.1;00:00:11.200;500;18.1;00:00:11.240;700;18.22;00:00:11.570;900;18.23;00:00:11.240;1100;18.2;00:00:12.260
Bustling;2;100;17.18;00:00:08.080;300;18.67;00:00:11.110;500;18.31;00:00:11.270;700;18.49;00:00:11.670;900;18.5;00:00:11.320;1100;17.55;00:00:12.330
Klabel;3;100;17.72;00:00:08.300;300;18.52;00:00:10.940;500;18.36;00:00:11.120;700;17.82;00:00:11.770;900;18.06;00:00:11.390;1100;17.64;00:00:12.470
Title Fighter;5;100;17.19;00:00:08.580;300;18.42;00:00:11.100;500;18.02;00:00:11.200;700;17.96;00:00:11.600;900;18.29;00:00:11.250;1100;17.49;00:00:12.300
Beast Mode;4;100;17.71;00:00:08.070;300;18.77;00:00:10.880;500;18.55;00:00:11.080;700;18;00:00:11.620;900;18.25;00:00:11.380;1100;16.98;00:00:13.020
