2026-07-25 00:00:00;Caulfield-Professional-2026-07-25;Sportsbet Caulfield Cup Carnival Hospitality Handicap
TENNESSEE BOUND;3;100;16.64;0:08.59;300;18.64;0:11.04;500;18.5;0:10.96;700;18.15;0:11.36;900;18.54;0:11.04;1100;18.23;0:11.66
BEHAVIOUR;8;100;17.04;0:08.76;300;18.59;0:10.92;500;18.62;0:10.94;700;18.17;0:11.53;900;18.89;0:10.95;1100;18.25;0:11.60
LUNA CAT;5;100;16.63;0:09.02;300;18.52;0:10.97;500;18.74;0:10.85;700;18.07;0:11.44;900;18.77;0:10.94;1100;17.94;0:11.78
BUTTERNUT PRINCESS;6;100;16.5;0:09.01;300;18.15;0:11.27;500;18.34;0:11.01;700;18.27;0:11.37;900;18.71;0:11.01;1100;18.17;0:11.42
SALSA FELLOW;1;100;16.69;0:08.73;300;18.26;0:11.20;500;18.53;0:10.99;700;17.99;0:11.52;900;18.77;0:11.22;1100;17.91;0:11.53
APACHE SONG;4;100;16.55;0:08.69;300;18.59;0:11.08;500;18.37;0:11.12;700;18.44;0:11.36;900;18.57;0:11.18;1100;17.58;0:11.83
DANCING STORM;7;100;16.52;0:08.81;300;17.98;0:11.33;500;18.36;0:11.02;700;18.21;0:11.47;900;18.39;0:11.15;1100;18.43;0:11.48
VESTAS;2;100;0;0:00.00;300;0;0:00.00;500;0;0:00.00;700;0;0:00.00;900;0;0:00.00;1100;0;0:00.00
